Date (UTC)	Temp	RH	Pressure	NO2	O3	COV	PMP	Latitude	Longitude	Altitude	GPS Date
2017-09-21 08:51:54	16.569	52.215	1016.71	25.096	1.487	49.112	20.806	No signal	No signal	No signal	08:51:12
2017-09-21 08:52:57	16.587	52.472	1016.824	25.008	1.544	48.327	22.54	No signal	No signal	No signal	08:52:15
2017-09-21 08:53:54	16.56	53.321	1016.78	24.913	1.606	48.327	23.606	No signal	No signal	No signal	08:53:12
2017-09-21 08:55:57	16.417	53.579	1016.944	24.954	1.295	48.691	30.394	No signal	No signal	No signal	08:55:15
2017-09-21 08:57:52	16.328	54.223	1017.549	24.905	1.384	50.239	33.402	No signal	No signal	No signal	08:57:10
2017-09-21 08:58:55	16.337	54.557	1017.636	24.941	1.199	49.486	35.279	No signal	No signal	No signal	08:58:13
2017-09-21 08:59:52	16.372	55.541	1017.43	25.338	1.062	52.053	39.247	No signal	No signal	No signal	08:59:10
2017-09-21 09:00:51	16.426	56.197	1017.684	25.387	0.867	52.151	41.033	No signal	No signal	No signal	09:00:10
2017-09-21 09:01:51	16.507	56.484	1017.876	25.439	0.842	52.267	43.206	No signal	No signal	No signal	09:01:10
2017-09-21 09:02:52	16.569	56.453	1017.351	25.812	1.941	52.963	45.238	No signal	No signal	No signal	09:02:10
2017-09-21 09:03:52	16.685	56.634	1017.129	26.011	1.864	53.171	47.748	No signal	No signal	No signal	09:03:10
2017-09-21 09:04:53	16.793	56.473	1017.668	26.011	1.864	53.426	47.373	No signal	No signal	No signal	09:04:11
2017-09-21 09:05:51	16.721	51.889	1016.972	26.225	1.671	53.745	40.039	No signal	No signal	No signal	09:05:10
2017-09-21 09:06:53	16.802	51.548	1016.704	25.691	0.455	50.877	48.178	No signal	No signal	No signal	09:06:12
2017-09-21 09:07:51	16.873	51.702	1016.746	25.465	0.351	55.466	37.047	No signal	No signal	No signal	09:07:10
2017-09-21 09:08:50	16.954	51.832	1016.727	25.219	0.234	66.174	42.121	No signal	No signal	No signal	09:08:09
2017-09-21 09:09:50	17.043	51.389	1016.715	29.117	7.033	61.257	34.38	No signal	No signal	No signal	09:09:09
2017-09-21 09:10:53	17.106	51.462	1016.716	29.118	7.033	61.803	32.979	No signal	No signal	No signal	09:10:11
2017-09-21 09:11:50	17.151	51.445	1016.686	29.047	7.136	61.306	35.803	No signal	No signal	No signal	09:11:09
2017-09-21 09:12:50	17.222	51.277	1016.68	29.564	7.486	62.644	34.217	No signal	No signal	No signal	09:12:09
2017-09-21 09:13:53	17.267	50.929	1016.667	29.678	7.486	63.232	30.131	No signal	No signal	No signal	09:13:11
2017-09-21 09:14:50	17.186	50.45	1016.665	29.792	7.486	63.232	27.752	No signal	No signal	No signal	09:14:09
2017-09-21 09:15:50	17.034	51.064	1016.663	30.354	7.486	61.467	25.237	No signal	No signal	No signal	09:15:09
2017-09-21 09:16:50	17.133	50.814	1016.655	30.496	7.033	59.545	23.899	No signal	No signal	No signal	09:16:09
2017-09-21 09:17:54	17.142	50.894	1016.657	31.023	7.033	59.545	23.102	No signal	No signal	No signal	09:17:12
2017-09-21 09:18:50	17.16	50.68	1016.616	31.029	7.48	59.702	20.347	No signal	No signal	No signal	09:18:09
2017-09-21 09:19:50	17.186	50.598	1016.611	32.71	7.027	59.545	24.441	No signal	No signal	No signal	09:19:09
2017-09-21 09:20:55	17.177	50.849	1016.654	33.091	7.246	60.711	25.206	No signal	No signal	No signal	09:20:13
2017-09-21 09:21:51	17.195	50.923	1016.611	34.289	7.246	61.585	24.64	No signal	No signal	No signal	09:21:10
2017-09-21 09:22:50	17.204	51.387	1016.645	34.978	7.729	61.803	24.72	No signal	No signal	No signal	09:22:09
2017-09-21 09:23:50	17.222	51.948	1016.699	35.84	7.996	60.711	24.074	No signal	No signal	No signal	09:23:09
2017-09-21 09:24:50	17.249	52.434	1016.69	36.683	7.996	63.624	24.038	No signal	No signal	No signal	09:24:09
2017-09-21 09:25:51	17.294	52.687	1016.583	36.683	7.996	63.442	24.801	No signal	No signal	No signal	09:25:10
2017-09-21 09:26:52	17.356	52.708	1016.643	36.89	8.281	63.82	24.151	No signal	No signal	No signal	09:26:10
2017-09-21 09:27:52	17.401	52.822	1016.724	37.886	7.48	69.743	20.718	No signal	No signal	No signal	09:27:10
2017-09-21 09:28:50	17.464	52.905	1016.904	38.235	7.647	69.998	21.19	No signal	No signal	No signal	09:28:09
2017-09-21 09:29:50	17.517	53.055	1016.922	38.609	7.825	70.881	20.662	No signal	No signal	No signal	09:29:09
2017-09-21 09:30:50	17.598	53.011	1016.906	39.017	7.659	78.411	17.705	No signal	No signal	No signal	09:30:09
2017-09-21 09:31:51	17.669	53.052	1016.927	39.02	6.803	81.471	17.173	No signal	No signal	No signal	09:31:10
2017-09-21 09:32:50	17.732	53.065	1016.871	39.175	5.949	83.11	16.257	No signal	No signal	No signal	09:32:08
2017-09-21 09:33:52	17.83	53.085	1016.804	39.179	5.245	86.388	11.865	No signal	No signal	No signal	09:33:11
2017-09-21 09:34:50	17.75	49.066	1017.034	39.184	3.832	86.934	8.819	No signal	No signal	No signal	09:34:09
2017-09-21 09:35:50	17.839	48.971	1016.994	38.75	2.496	85.001	9.188	No signal	No signal	No signal	09:35:09
2017-09-21 09:36:52	17.884	50.114	1016.926	39.029	0.579	87.845	7.932	No signal	No signal	No signal	09:36:10
2017-09-21 09:37:50	17.92	49.79	1016.974	38.948	0.689	86.57	7.506	No signal	No signal	No signal	09:37:09
2017-09-21 09:38:50	17.884	49.294	1016.928	38.276	1.5	81.471	9.464	No signal	No signal	No signal	09:38:08
2017-09-21 09:39:53	18	49.711	1016.941	38.28	1.503	78.411	9.623	No signal	No signal	No signal	09:39:12
2017-09-21 09:40:50	18.054	50.027	1016.94	39.297	1.607	79.706	10.057	No signal	No signal	No signal	09:40:09
2017-09-21 09:41:50	18.099	49.408	1016.936	38.777	1.572	73.822	11	No signal	No signal	No signal	09:41:09
2017-09-21 09:42:52	18.135	49.468	1016.882	38.662	1.572	71.091	12.185	No signal	No signal	No signal	09:42:11
2017-09-21 09:43:50	18.144	49.627	1016.879	38.065	1.565	66.684	12.385	No signal	No signal	No signal	09:43:08
2017-09-21 09:44:51	18.188	49.697	1016.872	38.31	1.619	63.988	12.374	No signal	No signal	No signal	09:44:09
2017-09-21 09:45:51	18.242	49.856	1016.873	37.842	1.6	59.545	15.34	No signal	No signal	No signal	09:45:10
2017-09-21 09:46:50	18.26	49.755	1016.849	38.083	1.739	57.888	14.033	No signal	No signal	No signal	09:46:09
2017-09-21 09:47:50	18.233	48.424	1016.804	37.96	1.739	53.426	16.388	No signal	No signal	No signal	09:47:09
2017-09-21 09:48:54	18.215	48.804	1016.741	37.561	1.806	50.181	16.932	No signal	No signal	No signal	09:48:13
2017-09-21 09:49:50	18.17	48.124	1016.641	36.631	1.806	47.4	22.299	No signal	No signal	No signal	09:49:09
2017-09-21 09:50:50	18.135	48.247	1016.481	36.163	1.879	47.052	23.529	No signal	No signal	No signal	09:50:09
2017-09-21 09:51:50	18.045	48.037	1016.446	35.305	1.806	46.009	24.808	No signal	No signal	No signal	09:51:09
2017-09-21 09:52:51	17.875	48.028	1016.389	34.908	1.806	45.314	27.556	No signal	No signal	No signal	09:52:10
2017-09-21 09:53:50	17.92	48.508	1016.251	34.127	1.773	45.14	38.691	No signal	No signal	No signal	09:53:08
2017-09-21 09:54:50	17.848	48.363	1016.116	33.101	1.773	43.866	39.029	No signal	No signal	No signal	09:54:09
2017-09-21 09:55:50	17.687	48.626	1015.913	32.514	1.841	44.619	42.081	No signal	No signal	No signal	09:55:09
2017-09-21 09:56:50	17.589	48.693	1015.754	31.447	1.841	44.619	44.064	No signal	No signal	No signal	09:56:08
2017-09-21 09:57:52	17.482	48.811	1015.43	30.512	1.841	43.228	54.179	No signal	No signal	No signal	09:57:10
2017-09-21 09:58:50	17.446	49.065	1015.177	29.937	1.872	43.228	57.865	No signal	No signal	No signal	09:58:09
2017-09-21 09:59:50	17.419	49.242	1014.933	29.314	1.899	43.228	57.865	No signal	No signal	No signal	09:59:09
2017-09-21 10:00:50	17.347	49.341	1014.596	29.09	1.626	43.228	57.865	No signal	No signal	No signal	10:00:09
2017-09-21 10:01:50	17.276	49.475	1014.353	28.845	1.439	42.463	57.865	No signal	No signal	No signal	10:01:09
2017-09-21 10:02:50	17.294	49.862	1014.067	28.576	1.227	42.378	59.75	No signal	No signal	No signal	10:02:09
2017-09-21 10:03:50	17.41	49.389	1014.684	27.411	1.288	41.316	47.895	No signal	No signal	No signal	10:03:09
2017-09-21 10:04:50	17.356	49.491	1014.202	26.123	1.356	41.043	44.857	No signal	No signal	No signal	10:04:09
2017-09-21 10:05:50	17.338	49.801	1015.22	24.692	1.431	41.953	45.606	No signal	No signal	No signal	10:05:09
2017-09-21 10:06:50	17.338	50.124	1015.761	24.694	0.335	42.533	38.88	No signal	No signal	No signal	10:06:09
2017-09-21 10:09:51	17.491	52.291	1019.988	25.078	0.133	43.993	37.345	No signal	No signal	No signal	10:09:10
2017-09-21 10:10:50	17.553	52.522	1020.58	25.697	0.646	44.993	37.326	No signal	No signal	No signal	10:10:08
2017-09-21 10:11:55	17.607	52.525	1019.206	25.756	0.652	43.866	37.45	No signal	No signal	No signal	10:11:14
2017-09-21 10:12:54	17.652	52.542	1019.012	25.685	0.677	45.314	29.174	No signal	No signal	No signal	10:12:13
2017-09-21 10:13:52	17.723	52.426	1019.383	25.608	0.663	44.758	27.649	No signal	No signal	No signal	10:13:11
2017-09-21 10:14:54	17.777	52.908	1019.33	25.439	1.344	47.935	31.322	No signal	No signal	No signal	10:14:13
2017-09-21 10:15:51	17.625	53.173	1018.654	24.971	1.394	48.965	29.052	No signal	No signal	No signal	10:15:10
2017-09-21 10:16:50	17.652	53.554	1018.044	24.936	1.363	50.877	29.62	No signal	No signal	No signal	10:16:09
2017-09-21 10:17:52	17.687	52.436	1017.826	24.684	1.363	52.053	29.342	No signal	No signal	No signal	10:17:11
2017-09-21 10:18:50	17.723	52.174	1017.583	24.704	1.38	52.789	26.387	No signal	No signal	No signal	10:18:09
2017-09-21 10:19:51	17.687	51.486	1017.416	24.958	1.38	54.064	27.046	No signal	No signal	No signal	10:19:10
2017-09-21 10:20:50	17.705	50.818	1016.152	24.99	1.433	53.658	29.505	No signal	No signal	No signal	10:20:09
2017-09-21 10:21:50	17.741	51.174	1016.091	25.17	1.331	54.995	29.668	No signal	No signal	No signal	10:21:09
2017-09-21 10:22:52	17.813	50.553	1016.497	24.92	1.331	54.701	34.897	No signal	No signal	No signal	10:22:12
2017-09-21 10:23:50	17.866	50.293	1016.695	24.821	1.38	54.155	34.897	No signal	No signal	No signal	10:23:09
2017-09-21 10:24:49	17.893	49.994	1016.781	24.983	1.433	54.407	34.897	No signal	No signal	No signal	10:24:08
2017-09-21 10:25:50	17.902	50.205	1016.795	25.158	1.49	54.064	36.005	No signal	No signal	No signal	10:25:09
2017-09-21 10:26:50	17.983	49.995	1016.748	25.209	1.584	53.062	45.398	No signal	No signal	No signal	10:26:09
2017-09-21 10:27:52	17.991	49.656	1016.64	25.726	1.584	52.516	47.572	No signal	No signal	No signal	10:27:11
2017-09-21 10:28:49	18.054	49.8	1016.618	26.244	1.432	51.423	49.386	No signal	No signal	No signal	10:28:09
2017-09-21 10:29:52	18.152	49.411	1016.454	27.04	1.237	50.877	59.268	No signal	No signal	No signal	10:29:11
2017-09-21 10:30:51	18.099	49.644	1016.356	27.152	1.221	49.7	61.297	No signal	No signal	No signal	10:30:10
2017-09-21 10:32:52	18.161	49.761	1016.19	26.678	1.293	48.145	62.834	No signal	No signal	No signal	10:32:12
2017-09-21 10:33:54	18.117	49.543	1016.156	26.776	1.341	46.758	65.514	No signal	No signal	No signal	10:33:13
2017-09-21 10:34:52	18.233	49.915	1016.098	26.882	1.393	46.415	69.605	No signal	No signal	No signal	10:34:11
2017-09-21 10:35:53	18.278	51.224	1016.021	27.808	1.293	46.506	62.365	No signal	No signal	No signal	10:35:13
2017-09-21 10:36:52	18.322	51.215	1016.03	27.948	1.341	46.758	65.907	No signal	No signal	No signal	10:36:11
2017-09-21 10:37:51	18.385	51.281	1016.017	28.099	1.393	47.052	65.747	No signal	No signal	No signal	10:37:11
2017-09-21 10:38:53	18.448	51.311	1015.991	28.099	1.393	47.4	62.382	No signal	No signal	No signal	10:38:12
2017-09-21 10:39:52	18.501	51.322	1015.977	28.04	5.052	53.608	49.285	No signal	No signal	No signal	10:39:12
2017-09-21 10:40:51	18.564	51.309	1016.014	28.058	5.061	54.407	45.338	No signal	No signal	No signal	10:40:11
2017-09-21 10:41:50	18.618	51.276	1015.994	28.077	5.065	54.701	41.01	No signal	No signal	No signal	10:41:10
2017-09-21 10:42:51	18.68	51.123	1015.984	28.226	4.98	55.049	37.172	No signal	No signal	No signal	10:42:10
2017-09-21 10:43:50	18.734	51.012	1015.986	28.527	7.085	61.803	26.104	No signal	No signal	No signal	10:43:10
2017-09-21 10:44:51	18.797	50.764	1015.963	28.68	7.157	62.644	13.606	No signal	No signal	No signal	10:44:11
2017-09-21 10:45:50	18.841	50.529	1015.983	28.596	7.394	63.624	11.038	No signal	No signal	No signal	10:45:10
2017-09-21 10:46:51	18.886	50.294	1016.019	28.547	8.23	65.664	8.467	No signal	No signal	No signal	10:46:11
2017-09-21 10:47:51	18.922	50.406	1015.978	28.462	8.514	67.266	8.467	No signal	No signal	No signal	10:47:11
2017-09-21 10:48:50	18.958	50.404	1015.993	28.331	8.603	70.253	6.279	No signal	No signal	No signal	10:48:10
2017-09-21 10:49:51	19.011	50.381	1015.977	28.238	8.899	72.183	5.656	No signal	No signal	No signal	10:49:11
2017-09-21 10:50:51	19.056	50.337	1015.959	28.139	9.217	73.234	5.252	No signal	No signal	No signal	10:50:11
2017-09-21 10:51:50	19.083	50.256	1015.946	28.418	9.559	73.822	5.316	No signal	No signal	No signal	10:51:10
2017-09-21 10:52:50	19.119	50.158	1015.959	28.719	9.926	73.822	3.56	No signal	No signal	No signal	10:52:10
2017-09-21 10:53:50	19.163	50.098	1015.952	28.838	10.385	73.822	4.047	No signal	No signal	No signal	10:53:10
2017-09-21 10:54:51	19.199	50.035	1015.966	29.001	10.743	73.822	4.336	No signal	No signal	No signal	10:54:11
2017-09-21 10:55:51	19.235	49.938	1015.947	28.856	11.482	73.822	5.11	No signal	No signal	No signal	10:55:10
2017-09-21 10:56:50	19.28	49.834	1015.945	29.02	11.783	73.822	5.475	No signal	No signal	No signal	10:56:10
2017-09-21 10:57:54	19.324	49.747	1015.942	28.823	12.203	73.822	5.559	No signal	No signal	No signal	10:57:13
2017-09-21 10:58:51	19.36	49.633	1015.93	28.611	12.655	73.822	5.489	No signal	No signal	No signal	10:58:11
2017-09-21 10:59:51	19.396	49.431	1015.938	26.902	14.759	73.822	6.474	No signal	No signal	No signal	10:59:10
2017-09-21 11:00:50	19.432	49.185	1015.933	27.125	15.178	73.822	6.553	No signal	No signal	No signal	11:00:10
2017-09-21 11:01:50	19.476	49.037	1015.948	27.364	15.731	73.822	6.424	No signal	No signal	No signal	11:01:10
2017-09-21 11:02:50	19.503	48.851	1015.924	27.364	15.731	73.822	6.451	No signal	No signal	No signal	11:02:10
2017-09-21 11:03:51	19.53	48.508	1015.932	26.735	14.728	73.822	5.158	No signal	No signal	No signal	11:03:11
2017-09-21 11:04:50	19.566	48.524	1015.948	26.465	15.236	73.822	5.527	No signal	No signal	No signal	11:04:10
2017-09-21 11:06:53	19.611	48.629	1015.935	26.121	16.365	73.822	6.448	No signal	No signal	No signal	11:06:13
2017-09-21 11:07:54	19.637	48.539	1015.948	25.779	15.179	73.276	5.218	No signal	No signal	No signal	11:07:15
2017-09-21 11:08:52	19.646	48.497	1015.912	25.712	14.348	73.234	4.612	No signal	No signal	No signal	11:08:12
2017-09-21 11:09:50	19.682	48.434	1015.904	25.639	13.449	73.822	4.997	No signal	No signal	No signal	11:09:11
2017-09-21 11:10:50	19.7	48.395	1015.885	25.561	13.083	73.127	4.001	No signal	No signal	No signal	11:10:10
2017-09-21 11:11:50	19.727	48.339	1015.888	25.475	12.682	73.822	3.979	No signal	No signal	No signal	11:11:10
2017-09-21 11:12:50	19.754	48.249	1015.862	25.238	12.337	72.972	3.483	No signal	No signal	No signal	11:12:10
2017-09-21 11:13:50	19.78	48.211	1015.893	24.979	12.183	72.866	3.409	No signal	No signal	No signal	11:13:10
2017-09-21 11:14:52	19.807	48.12	1015.919	24.695	12.01	73.822	1.823	No signal	No signal	No signal	11:14:12
2017-09-21 11:15:50	19.843	47.91	1015.884	23.465	12.068	71.091	2.098	No signal	No signal	No signal	11:15:10
2017-09-21 11:16:51	19.861	47.817	1015.863	23.312	12.306	70.292	1.92	No signal	No signal	No signal	11:16:11
2017-09-21 11:17:52	19.888	47.631	1015.832	22.766	12.188	70.544	2.329	No signal	No signal	No signal	11:17:12
2017-09-21 11:18:51	19.906	47.539	1015.828	22.587	12.422	69.704	2.509	No signal	No signal	No signal	11:18:11
2017-09-21 11:19:52	19.915	47.288	1015.831	22.394	12.572	69.361	2.565	No signal	No signal	No signal	11:19:12
2017-09-21 11:20:51	19.924	47.298	1015.83	21.356	12.954	69.743	2.14	No signal	No signal	No signal	11:20:11
2017-09-21 11:21:50	19.941	47.372	1015.813	21.126	13.109	69.452	2.14	No signal	No signal	No signal	11:21:10
2017-09-21 11:22:50	19.95	47.382	1015.825	20.878	13.078	69.704	2.304	No signal	No signal	No signal	11:22:10
2017-09-21 11:23:51	19.95	47.408	1015.784	21.023	12.807	70.253	1.892	No signal	No signal	No signal	11:23:11
2017-09-21 11:24:50	19.968	47.36	1015.805	20.904	12.677	70.544	2.027	No signal	No signal	No signal	11:24:10
2017-09-21 11:25:50	19.986	47.337	1015.833	20.776	12.435	70.292	1.908	No signal	No signal	No signal	11:25:10
2017-09-21 11:26:50	19.995	47.313	1015.825	20.124	12.505	69.743	0.787	No signal	No signal	No signal	11:26:10
2017-09-21 11:27:50	20.013	47.264	1015.835	20.216	12.109	69.998	0.839	No signal	No signal	No signal	11:27:10
