Date(yyyy/MM/dd),Time,Ref,Sen,ATN,Flow,Temp,Status,Battery,BC,DATE
1/29/2017,19:45:00,787079,518566,41.73,149,19,0,100,412,1/29/17 19:45
1/29/2017,19:50:00,787139,518371,41.77,149,19,0,100,345,1/29/17 19:50
1/29/2017,19:55:00,787034,518071,41.82,149,20,0,100,340,1/29/17 19:55
1/29/2017,20:00:00,787064,517873,41.86,148,19,0,100,323,1/29/17 20:00
1/29/2017,20:05:00,787065,517645,41.90,148,20,0,100,339,1/29/17 20:05
1/29/2017,20:10:00,787004,517390,41.94,149,20,0,100,317,1/29/17 20:10
1/29/2017,20:15:00,786985,517176,41.98,149,19,0,100,297,1/29/17 20:15
1/29/2017,20:20:00,787129,517082,42.02,149,20,0,100,278,1/29/17 20:20
1/29/2017,20:25:00,786954,516758,42.06,149,20,0,100,308,1/29/17 20:25
1/29/2017,20:30:00,787069,516663,42.09,149,20,0,100,252,1/29/17 20:30
1/29/2017,20:35:00,787006,516421,42.13,149,20,0,100,296,1/29/17 20:35
1/29/2017,20:40:00,787067,516323,42.16,149,20,0,100,204,1/29/17 20:40
1/29/2017,20:45:00,787011,516113,42.19,149,20,0,100,256,1/29/17 20:45
1/29/2017,20:50:00,786979,515921,42.22,149,20,0,100,253,1/29/17 20:50
1/29/2017,20:55:00,786931,515703,42.26,149,20,0,100,276,1/29/17 20:55
1/29/2017,21:00:00,786937,515532,42.29,148,20,0,100,260,1/29/17 21:00
1/29/2017,21:05:00,786905,515322,42.33,149,19,0,100,280,1/29/17 21:05
1/29/2017,21:10:00,786953,515179,42.37,149,20,0,100,258,1/29/17 21:10
1/29/2017,21:15:00,787096,515101,42.40,149,20,0,100,254,1/29/17 21:15
1/29/2017,21:20:00,787006,514846,42.44,149,19,0,100,290,1/29/17 21:20
1/29/2017,21:25:00,787122,514737,42.47,148,19,0,100,276,1/29/17 21:25
1/29/2017,21:30:00,787113,514547,42.51,149,19,0,100,273,1/29/17 21:30
1/29/2017,21:35:00,787080,514299,42.55,149,19,0,100,336,1/29/17 21:35
1/29/2017,21:40:00,787035,514063,42.59,148,19,0,100,308,1/29/17 21:40
1/29/2017,21:45:00,787123,513989,42.62,149,20,0,100,195,1/29/17 21:45
1/29/2017,21:50:00,786974,513688,42.66,149,20,0,100,302,1/29/17 21:50
1/29/2017,21:55:00,786994,513521,42.69,148,20,0,100,269,1/29/17 21:55
1/29/2017,22:00:00,787023,513409,42.72,148,20,0,100,196,1/29/17 22:00
1/29/2017,22:05:00,787060,513273,42.75,149,20,0,100,238,1/29/17 22:05
1/29/2017,22:10:00,787003,513110,42.77,149,20,0,100,187,1/29/17 22:10
1/29/2017,22:15:00,786944,512921,42.80,148,20,0,100,225,1/29/17 22:15
1/29/2017,22:20:00,786839,512721,42.83,149,20,0,100,196,1/29/17 22:20
1/29/2017,22:25:00,786932,512668,42.85,149,20,0,100,169,1/29/17 22:25
1/29/2017,22:30:00,786841,512456,42.88,149,20,0,100,227,1/29/17 22:30
1/29/2017,22:35:00,786731,512261,42.91,148,20,0,100,185,1/29/17 22:35
1/29/2017,22:40:00,786671,512095,42.93,148,20,0,100,190,1/29/17 22:40
1/29/2017,22:45:00,786813,512127,42.94,148,20,0,100,91,1/29/17 22:45
1/29/2017,22:50:00,786726,511972,42.96,149,20,0,100,146,1/29/17 22:50
1/29/2017,22:55:00,786558,511743,42.98,148,20,0,100,179,1/29/17 22:55
1/29/2017,23:00:00,786582,511694,43.00,148,20,0,100,97,1/29/17 23:00
1/29/2017,23:05:00,786506,511563,43.01,148,20,0,100,122,1/29/17 23:05
1/29/2017,23:10:00,786503,511449,43.03,149,20,0,100,167,1/29/17 23:10
1/29/2017,23:15:00,786313,511223,43.05,149,20,0,100,153,1/29/17 23:15
1/29/2017,23:20:00,786329,511121,43.08,149,20,0,100,168,1/29/17 23:20
1/29/2017,23:25:00,786450,511091,43.10,149,20,0,100,162,1/29/17 23:25
1/29/2017,23:30:00,786273,510864,43.12,149,20,0,100,167,1/29/17 23:30
1/29/2017,23:35:00,786286,510777,43.14,149,20,0,100,142,1/29/17 23:35
1/29/2017,23:40:00,786289,510669,43.16,148,20,0,100,165,1/29/17 23:40
1/29/2017,23:45:00,786126,510397,43.19,149,20,0,100,248,1/29/17 23:45
1/29/2017,23:50:00,786132,510276,43.22,149,20,0,100,187,1/29/17 23:50
1/29/2017,23:55:00,786261,510250,43.24,148,20,0,100,165,1/29/17 23:55
1/30/2017,0:00:00,786269,510078,43.27,149,20,0,100,265,1/30/17 0:00
1/30/2017,0:05:00,786119,509788,43.31,148,20,0,100,290,1/30/17 0:05
1/30/2017,0:10:00,786096,509600,43.35,149,20,0,100,259,1/30/17 0:10
1/30/2017,0:15:00,786347,509631,43.37,149,20,0,100,197,1/30/17 0:15
1/30/2017,0:20:00,786106,509250,43.42,149,20,0,100,336,1/30/17 0:20
1/30/2017,0:25:00,786220,509168,43.45,149,20,0,100,233,1/30/17 0:25
1/30/2017,0:30:00,786231,509023,43.48,148,20,0,100,229,1/30/17 0:30
1/30/2017,0:35:00,786053,508762,43.50,148,21,0,100,220,1/30/17 0:35
1/30/2017,0:40:00,786065,508607,43.54,149,21,0,100,244,1/30/17 0:40
1/30/2017,0:45:00,786281,508616,43.56,149,21,0,100,196,1/30/17 0:45
1/30/2017,0:50:00,786174,508395,43.59,149,21,0,100,228,1/30/17 0:50
1/30/2017,0:55:00,786010,508147,43.62,149,21,0,100,213,1/30/17 0:55
1/30/2017,1:00:00,785949,507969,43.65,149,21,0,100,208,1/30/17 1:00
1/30/2017,1:05:00,785934,507888,43.66,149,21,0,100,107,1/30/17 1:05
1/30/2017,1:10:00,785886,507750,43.68,149,21,0,100,161,1/30/17 1:10
1/30/2017,1:15:00,785903,507635,43.71,149,21,0,100,189,1/30/17 1:15
1/30/2017,1:20:00,786137,507676,43.73,149,21,0,100,165,1/30/17 1:20
1/30/2017,1:25:00,785953,507398,43.76,149,21,0,100,239,1/30/17 1:25
1/30/2017,1:30:00,786140,507424,43.78,149,21,0,100,142,1/30/17 1:30
1/30/2017,1:35:00,786158,507267,43.81,149,21,0,100,253,1/30/17 1:35
1/30/2017,1:40:00,786049,507057,43.84,149,21,0,100,210,1/30/17 1:40
1/30/2017,1:45:00,786053,506931,43.86,149,21,0,100,193,1/30/17 1:45
1/30/2017,1:50:00,785954,506718,43.89,149,21,0,100,224,1/30/17 1:50
1/30/2017,1:55:00,786031,506654,43.92,149,21,0,100,171,1/30/17 1:55
1/30/2017,2:00:00,785928,506439,43.95,149,21,0,100,224,1/30/17 2:00
1/30/2017,2:05:00,786085,506343,43.99,149,21,0,100,297,1/30/17 2:05
1/30/2017,2:10:00,786075,506098,44.03,149,21,0,100,359,1/30/17 2:10
1/30/2017,2:15:00,786133,505882,44.08,149,20,0,100,382,1/30/17 2:15
1/30/2017,2:20:00,786229,505698,44.13,149,20,0,100,370,1/30/17 2:20
1/30/2017,2:25:00,786238,505438,44.18,149,20,0,100,401,1/30/17 2:25
1/30/2017,2:30:00,786471,505440,44.21,148,20,0,100,224,1/30/17 2:30
1/30/2017,2:35:00,786480,505261,44.25,148,20,0,100,281,1/30/17 2:35
1/30/2017,2:40:00,786557,505166,44.28,149,20,0,100,218,1/30/17 2:40
1/30/2017,2:45:00,786444,504949,44.31,149,20,0,100,218,1/30/17 2:45
1/30/2017,2:50:00,786469,504837,44.33,149,20,0,100,193,1/30/17 2:50
1/30/2017,2:55:00,786623,504808,44.36,148,20,0,100,194,1/30/17 2:55
1/30/2017,3:00:00,786490,504573,44.39,149,20,0,100,226,1/30/17 3:00
1/30/2017,3:05:00,786539,504480,44.41,149,20,0,100,188,1/30/17 3:05
1/30/2017,3:10:00,786597,504469,44.42,149,20,0,100,73,1/30/17 3:10
1/30/2017,3:15:00,786352,504192,44.44,149,20,0,100,181,1/30/17 3:15
1/30/2017,3:20:00,786315,504050,44.47,149,20,0,100,179,1/30/17 3:20
1/30/2017,3:25:00,786317,503920,44.49,149,20,0,100,199,1/30/17 3:25
1/30/2017,3:30:00,786298,503745,44.53,149,20,0,100,246,1/30/17 3:30
1/30/2017,3:35:00,786284,503608,44.55,149,20,0,100,194,1/30/17 3:35
1/30/2017,3:40:00,786297,503432,44.59,149,20,0,100,279,1/30/17 3:40
1/30/2017,3:45:00,786334,503324,44.61,149,20,0,100,199,1/30/17 3:45
1/30/2017,3:50:00,786330,503124,44.65,149,20,0,100,299,1/30/17 3:50
1/30/2017,3:55:00,786284,502908,44.69,148,20,0,100,285,1/30/17 3:55
1/30/2017,4:00:00,786194,502605,44.74,148,20,0,100,375,1/30/17 4:00
1/30/2017,4:05:00,786274,502452,44.78,149,20,0,100,310,1/30/17 4:05
1/30/2017,4:10:00,786233,502206,44.82,148,20,0,100,336,1/30/17 4:10
1/30/2017,4:15:00,786365,502112,44.86,149,20,0,100,271,1/30/17 4:15
1/30/2017,4:20:00,786373,501877,44.91,149,20,0,100,365,1/30/17 4:20
1/30/2017,4:25:00,786379,501632,44.96,149,20,0,100,378,1/30/17 4:25
1/30/2017,4:30:00,786372,501469,44.99,149,20,0,100,241,1/30/17 4:30
1/30/2017,4:35:00,786222,501190,45.03,148,20,0,100,281,1/30/17 4:35
1/30/2017,4:40:00,786292,501123,45.05,149,20,0,100,170,1/30/17 4:40
1/30/2017,4:45:00,786128,500885,45.07,149,20,0,100,203,1/30/17 4:45
1/30/2017,4:50:00,786069,500713,45.10,148,20,0,100,206,1/30/17 4:50
1/30/2017,4:55:00,786218,500717,45.12,149,20,0,100,138,1/30/17 4:55
1/30/2017,5:00:00,786074,500480,45.15,148,20,0,100,223,1/30/17 5:00
1/30/2017,5:05:00,786234,500438,45.18,149,20,0,100,219,1/30/17 5:05
1/30/2017,5:10:00,786037,500151,45.21,148,20,0,100,248,1/30/17 5:10
1/30/2017,5:15:00,786022,499964,45.24,149,20,0,100,271,1/30/17 5:15
1/30/2017,5:20:00,785980,499789,45.27,149,20,0,100,226,1/30/17 5:20
1/30/2017,5:25:00,785927,499600,45.31,149,21,0,100,237,1/30/17 5:25
1/30/2017,5:30:00,785939,499415,45.34,148,20,0,100,296,1/30/17 5:30
1/30/2017,5:35:00,786032,499284,45.38,149,20,0,100,290,1/30/17 5:35
1/30/2017,5:40:00,786021,499092,45.42,149,20,0,100,283,1/30/17 5:40
1/30/2017,5:45:00,785989,498864,45.46,148,21,0,100,319,1/30/17 5:45
1/30/2017,5:50:00,785887,498562,45.51,149,21,0,100,363,1/30/17 5:50
1/30/2017,5:55:00,785869,498322,45.55,148,20,0,100,352,1/30/17 5:55
1/30/2017,6:00:00,785880,498024,45.62,149,20,0,100,467,1/30/17 6:00
1/30/2017,6:05:00,785899,497746,45.67,149,20,0,100,444,1/30/17 6:05
1/30/2017,6:10:00,785971,497511,45.73,149,20,0,100,430,1/30/17 6:10
1/30/2017,6:15:00,786025,497240,45.79,149,20,0,100,468,1/30/17 6:15
1/30/2017,6:20:00,786144,497088,45.84,149,20,0,100,349,1/30/17 6:20
1/30/2017,6:25:00,786061,496770,45.89,149,20,0,100,407,1/30/17 6:25
1/30/2017,6:30:00,786117,496514,45.95,149,20,0,100,447,1/30/17 6:30
1/30/2017,6:35:00,786000,496109,46.02,149,20,0,100,509,1/30/17 6:35
1/30/2017,6:40:00,786064,495889,46.07,148,20,0,100,403,1/30/17 6:40
1/30/2017,6:45:00,785991,495593,46.12,149,20,0,100,384,1/30/17 6:45
1/30/2017,6:50:00,786050,495301,46.19,149,20,0,100,507,1/30/17 6:50
1/30/2017,6:55:00,785854,494895,46.24,148,20,0,100,438,1/30/17 6:55
1/30/2017,7:00:00,785952,494659,46.30,149,20,0,100,459,1/30/17 7:00
1/30/2017,7:05:00,785923,494407,46.35,149,20,0,100,360,1/30/17 7:05
1/30/2017,7:10:00,785891,494110,46.41,148,20,0,100,430,1/30/17 7:10
1/30/2017,7:15:00,785944,493893,46.46,149,20,0,100,386,1/30/17 7:15
1/30/2017,7:20:00,785991,493652,46.51,149,20,0,100,418,1/30/17 7:20
1/30/2017,7:25:00,785758,493171,46.58,148,21,0,100,521,1/30/17 7:25
1/30/2017,7:30:00,785741,492913,46.63,148,21,0,100,385,1/30/17 7:30
1/30/2017,7:35:00,785855,492760,46.68,148,21,0,100,350,1/30/17 7:35
1/30/2017,7:40:00,785603,492308,46.73,149,21,0,100,455,1/30/17 7:40
1/30/2017,7:45:00,785651,492050,46.79,148,21,0,100,449,1/30/17 7:45
1/30/2017,7:50:00,785652,491813,46.84,149,21,0,100,368,1/30/17 7:50
1/30/2017,7:55:00,785666,491439,46.92,148,21,0,100,598,1/30/17 7:55
,,,,,,,,,,
1/30/2017,8:10:00,814797,900061,-9.95,149,24,0,100,,1/30/17 8:10
1/30/2017,8:15:00,814555,899253,-9.89,149,23,0,100,458,1/30/17 8:15
1/30/2017,8:20:00,814658,898867,-9.84,149,23,0,100,424,1/30/17 8:20
1/30/2017,8:25:00,815122,898669,-9.76,149,23,0,100,602,1/30/17 8:25
1/30/2017,8:30:00,815154,898211,-9.70,148,22,0,100,421,1/30/17 8:30
1/30/2017,8:35:00,815219,897781,-9.65,149,22,0,100,426,1/30/17 8:35
1/30/2017,8:40:00,815589,897551,-9.58,148,22,0,100,545,1/30/17 8:40
1/30/2017,8:45:00,815706,897144,-9.52,149,22,0,100,455,1/30/17 8:45
1/30/2017,8:50:00,815737,896740,-9.47,149,21,0,100,372,1/30/17 8:50
1/30/2017,8:55:00,815903,896479,-9.42,149,21,0,100,377,1/30/17 8:55
1/30/2017,9:00:00,815955,896113,-9.37,149,21,0,100,360,1/30/17 9:00
1/30/2017,9:05:00,815845,895683,-9.34,149,21,0,100,263,1/30/17 9:05
1/30/2017,9:10:00,815865,895358,-9.30,148,21,0,100,297,1/30/17 9:10
1/30/2017,9:15:00,815820,894997,-9.26,149,21,0,100,265,1/30/17 9:15
1/30/2017,9:20:00,815740,894633,-9.23,149,21,0,100,235,1/30/17 9:20
1/30/2017,9:25:00,815795,894315,-9.19,148,21,0,100,325,1/30/17 9:25
1/30/2017,9:30:00,815674,893922,-9.16,148,21,0,100,224,1/30/17 9:30
1/30/2017,9:35:00,815550,893496,-9.13,149,21,0,100,248,1/30/17 9:35
1/30/2017,9:40:00,815709,893281,-9.08,149,21,0,100,332,1/30/17 9:40
1/30/2017,9:45:00,815503,892778,-9.05,149,21,0,100,237,1/30/17 9:45
1/30/2017,9:50:00,815625,892507,-9.01,149,21,0,100,346,1/30/17 9:50
1/30/2017,9:55:00,815646,892170,-8.97,148,21,0,100,310,1/30/17 9:55
1/30/2017,10:00:00,815458,891769,-8.95,149,21,0,100,167,1/30/17 10:00
1/30/2017,10:05:00,815368,891340,-8.91,148,21,0,100,285,1/30/17 10:05
1/30/2017,10:10:00,815363,890971,-8.87,149,21,0,100,311,1/30/17 10:10
1/30/2017,10:15:00,815349,890643,-8.83,149,21,0,100,268,1/30/17 10:15
1/30/2017,10:20:00,815189,890181,-8.80,148,21,0,100,248,1/30/17 10:20
1/30/2017,10:25:00,815374,890019,-8.76,149,21,0,100,312,1/30/17 10:25
1/30/2017,10:30:00,815086,889476,-8.73,148,21,0,100,197,1/30/17 10:30
1/30/2017,10:35:00,815296,889311,-8.69,148,21,0,100,340,1/30/17 10:35
1/30/2017,10:40:00,815077,888842,-8.66,148,22,0,100,199,1/30/17 10:40
1/30/2017,10:45:00,814974,888459,-8.63,149,22,0,100,232,1/30/17 10:45
1/30/2017,10:50:00,814934,888105,-8.60,149,22,0,100,266,1/30/17 10:50
1/30/2017,10:55:00,814686,887636,-8.58,148,22,0,100,172,1/30/17 10:55
1/30/2017,11:00:00,814566,887285,-8.55,149,22,0,100,189,1/30/17 11:00
1/30/2017,11:05:00,814476,886883,-8.52,149,22,0,100,261,1/30/17 11:05
1/30/2017,11:10:00,814455,886590,-8.49,149,22,0,100,232,1/30/17 11:10
1/30/2017,11:15:00,814391,886281,-8.46,149,22,0,100,206,1/30/17 11:15
1/30/2017,11:20:00,814206,885855,-8.43,149,22,0,100,193,1/30/17 11:20
1/30/2017,11:25:00,814120,885509,-8.41,149,22,0,100,217,1/30/17 11:25
1/30/2017,11:30:00,814099,885136,-8.37,148,22,0,100,304,1/30/17 11:30
1/30/2017,11:35:00,813927,884716,-8.34,148,22,0,100,202,1/30/17 11:35
1/30/2017,11:40:00,813844,884329,-8.31,148,22,0,100,258,1/30/17 11:40
1/30/2017,11:45:00,813882,884002,-8.26,149,22,0,100,318,1/30/17 11:45
1/30/2017,11:50:00,813683,883536,-8.24,149,22,0,100,216,1/30/17 11:50
1/30/2017,11:55:00,813616,883049,-8.19,149,22,0,100,358,1/30/17 11:55
1/30/2017,12:00:00,813555,882609,-8.15,149,22,0,100,323,1/30/17 12:00
1/30/2017,12:05:00,813357,882094,-8.11,149,22,0,100,259,1/30/17 12:05
1/30/2017,12:10:00,813336,881682,-8.07,149,22,0,100,337,1/30/17 12:10
1/30/2017,12:15:00,813279,881175,-8.02,149,23,0,100,385,1/30/17 12:15
1/30/2017,12:20:00,813207,880697,-7.97,149,23,0,100,346,1/30/17 12:20
1/30/2017,12:25:00,813230,880259,-7.92,149,23,0,100,401,1/30/17 12:25
1/30/2017,12:30:00,813063,879739,-7.88,148,23,0,100,296,1/30/17 12:30
1/30/2017,12:35:00,812983,879258,-7.84,148,23,0,100,344,1/30/17 12:35
1/30/2017,12:40:00,813138,878909,-7.78,149,22,0,100,448,1/30/17 12:40
1/30/2017,12:45:00,813010,878416,-7.74,149,22,0,100,308,1/30/17 12:45
1/30/2017,12:50:00,813068,878035,-7.69,149,23,0,100,385,1/30/17 12:50
1/30/2017,12:55:00,812959,877502,-7.64,149,22,0,100,361,1/30/17 12:55
1/30/2017,13:00:00,813166,877204,-7.58,149,22,0,100,453,1/30/17 13:00
1/30/2017,13:05:00,812880,876531,-7.54,149,23,0,100,317,1/30/17 13:05
1/30/2017,13:10:00,812923,876085,-7.48,148,23,0,100,431,1/30/17 13:10
1/30/2017,13:15:00,812720,875509,-7.44,149,23,0,100,311,1/30/17 13:15
1/30/2017,13:20:00,812707,875083,-7.39,149,23,0,100,359,1/30/17 13:20
1/30/2017,13:25:00,812646,874587,-7.35,149,23,0,100,375,1/30/17 13:25
1/30/2017,13:30:00,812619,874113,-7.29,149,23,0,100,388,1/30/17 13:30
1/30/2017,13:35:00,812702,873719,-7.24,148,23,0,100,424,1/30/17 13:35
1/30/2017,13:40:00,812682,873302,-7.19,149,23,0,100,345,1/30/17 13:40
1/30/2017,13:45:00,812624,872769,-7.14,149,23,0,100,411,1/30/17 13:45
1/30/2017,13:50:00,812498,872247,-7.10,149,23,0,100,338,1/30/17 13:50
1/30/2017,13:55:00,812384,871717,-7.05,149,23,0,100,356,1/30/17 13:55
1/30/2017,14:00:00,812336,871278,-7.00,149,23,0,100,339,1/30/17 14:00
1/30/2017,14:05:00,812494,870949,-6.95,149,23,0,100,436,1/30/17 14:05
1/30/2017,14:10:00,812344,870429,-6.91,149,23,0,100,315,1/30/17 14:10
1/30/2017,14:15:00,812419,870059,-6.85,148,23,0,100,397,1/30/17 14:15
1/30/2017,14:20:00,812171,869508,-6.82,149,23,0,100,250,1/30/17 14:20
1/30/2017,14:25:00,812255,869140,-6.77,149,23,0,100,402,1/30/17 14:25
1/30/2017,14:30:00,812227,868738,-6.73,149,23,0,100,326,1/30/17 14:30
1/30/2017,14:35:00,812227,868298,-6.68,149,23,0,100,386,1/30/17 14:35
1/30/2017,14:40:00,812069,867791,-6.64,149,23,0,100,297,1/30/17 14:40
1/30/2017,14:45:00,812191,867372,-6.57,149,23,0,100,483,1/30/17 14:45
1/30/2017,14:50:00,811940,866896,-6.55,149,23,0,100,183,1/30/17 14:50
1/30/2017,14:55:00,812083,866654,-6.50,149,23,0,100,347,1/30/17 14:55
1/30/2017,15:00:00,812017,866272,-6.47,148,23,0,100,276,1/30/17 15:00
1/30/2017,15:05:00,811918,865844,-6.43,149,23,0,100,284,1/30/17 15:05
1/30/2017,15:10:00,811737,865237,-6.38,149,23,0,100,365,1/30/17 15:10
1/30/2017,15:15:00,811878,865007,-6.34,149,23,0,100,335,1/30/17 15:15
1/30/2017,15:20:00,811746,864665,-6.32,149,23,0,100,178,1/30/17 15:20
1/30/2017,15:25:00,811834,864319,-6.26,149,23,0,100,388,1/30/17 15:25
1/30/2017,15:30:00,812009,864101,-6.22,149,23,0,100,357,1/30/17 15:30
1/30/2017,15:35:00,811764,863589,-6.19,149,23,0,100,222,1/30/17 15:35
1/30/2017,15:40:00,811831,863278,-6.14,149,23,0,100,338,1/30/17 15:40
1/30/2017,15:45:00,811751,862803,-6.10,149,23,0,100,344,1/30/17 15:45
1/30/2017,15:50:00,811916,862563,-6.05,149,23,0,100,367,1/30/17 15:50
1/30/2017,15:55:00,811793,862096,-6.01,149,23,0,100,297,1/30/17 15:55
1/30/2017,16:00:00,811947,861807,-5.96,149,23,0,100,400,1/30/17 16:00
1/30/2017,16:05:00,811832,861324,-5.92,149,23,0,100,319,1/30/17 16:05
1/30/2017,16:10:00,812027,861035,-5.86,149,23,0,100,439,1/30/17 16:10
1/30/2017,16:15:00,811877,860475,-5.81,149,23,0,100,355,1/30/17 16:15
1/30/2017,16:20:00,811994,860091,-5.75,149,23,0,100,450,1/30/17 16:20
1/30/2017,16:25:00,812043,859634,-5.70,149,23,0,100,451,1/30/17 16:25
1/30/2017,16:30:00,811840,858964,-5.64,149,23,0,100,404,1/30/17 16:30
1/30/2017,16:35:00,811984,858475,-5.57,149,23,0,100,569,1/30/17 16:35
1/30/2017,16:40:00,811856,857740,-5.50,148,23,0,100,536,1/30/17 16:40
1/30/2017,16:45:00,812032,857194,-5.41,149,23,0,100,651,1/30/17 16:45
1/30/2017,16:50:00,812024,856591,-5.34,149,23,0,100,529,1/30/17 16:50
1/30/2017,16:55:00,811963,855963,-5.28,149,23,0,100,502,1/30/17 16:55
1/30/2017,17:00:00,811692,855195,-5.22,149,23,0,100,430,1/30/17 17:00
1/30/2017,17:05:00,811627,854604,-5.16,149,23,0,100,466,1/30/17 17:05
1/30/2017,17:10:00,811623,854002,-5.09,148,23,0,100,537,1/30/17 17:10
1/30/2017,17:15:00,811764,853439,-5.01,149,23,0,100,635,1/30/17 17:15
1/30/2017,17:20:00,811445,852487,-4.93,149,23,0,100,551,1/30/17 17:20
1/30/2017,17:25:00,811456,851643,-4.83,149,23,0,100,766,1/30/17 17:25
1/30/2017,17:30:00,811434,850565,-4.71,149,23,0,100,945,1/30/17 17:30
1/30/2017,17:35:00,811491,849520,-4.58,148,23,0,100,998,1/30/17 17:35
1/30/2017,17:40:00,811421,848398,-4.46,149,23,0,100,942,1/30/17 17:40
1/30/2017,17:45:00,811477,847405,-4.33,149,23,0,100,946,1/30/17 17:45
1/30/2017,17:50:00,811773,846679,-4.21,149,23,0,100,932,1/30/17 17:50
1/30/2017,17:55:00,811604,845655,-4.11,149,23,0,100,764,1/30/17 17:55
1/30/2017,18:00:00,811704,844792,-4.00,149,23,0,100,872,1/30/17 18:00
1/30/2017,18:05:00,811701,843878,-3.89,149,23,0,100,823,1/30/17 18:05
1/30/2017,18:10:00,811819,842940,-3.76,149,23,0,100,959,1/30/17 18:10
1/30/2017,18:15:00,811782,841990,-3.65,149,23,0,100,825,1/30/17 18:15
1/30/2017,18:20:00,811784,841094,-3.55,149,23,0,100,814,1/30/17 18:20
1/30/2017,18:25:00,811706,840177,-3.45,149,23,0,100,758,1/30/17 18:25
1/30/2017,18:30:00,811802,839461,-3.35,149,23,0,100,740,1/30/17 18:30
1/30/2017,18:35:00,811818,838755,-3.26,149,23,0,100,657,1/30/17 18:35
1/30/2017,18:40:00,811860,838168,-3.19,149,23,0,100,573,1/30/17 18:40
1/30/2017,18:45:00,811952,837599,-3.11,149,23,0,100,604,1/30/17 18:45
1/30/2017,18:50:00,811888,836913,-3.04,149,23,0,100,565,1/30/17 18:50
1/30/2017,18:55:00,811902,836300,-2.96,149,23,0,100,572,1/30/17 18:55
1/30/2017,19:00:00,811772,835632,-2.90,149,23,0,100,487,1/30/17 19:00
1/30/2017,19:05:00,811949,835136,-2.82,148,23,0,100,623,1/30/17 19:05
1/30/2017,19:10:00,811968,834556,-2.74,149,23,0,100,548,1/30/17 19:10
1/30/2017,19:15:00,811890,833909,-2.68,149,23,0,100,518,1/30/17 19:15
1/30/2017,19:20:00,811814,833230,-2.60,149,23,0,100,550,1/30/17 19:20
1/30/2017,19:25:00,811875,832719,-2.53,148,23,0,100,529,1/30/17 19:25
1/30/2017,19:30:00,811787,832146,-2.48,149,23,0,100,442,1/30/17 19:30
1/30/2017,19:35:00,812024,831729,-2.40,149,23,0,100,605,1/30/17 19:35
1/30/2017,19:40:00,811774,830996,-2.34,149,23,0,100,437,1/30/17 19:40
1/30/2017,19:45:00,811786,830401,-2.27,149,23,0,100,557,1/30/17 19:45
1/30/2017,19:50:00,811938,829989,-2.20,149,23,0,100,521,1/30/17 19:50
1/30/2017,19:55:00,811917,829502,-2.14,149,23,0,100,428,1/30/17 19:55
1/30/2017,20:00:00,811843,828904,-2.08,148,23,0,100,484,1/30/17 20:00
1/30/2017,20:05:00,811885,828332,-2.01,149,23,0,100,566,1/30/17 20:05
1/30/2017,20:10:00,811932,827722,-1.93,149,23,0,100,606,1/30/17 20:10
1/30/2017,20:15:00,811706,826917,-1.86,148,23,0,100,533,1/30/17 20:15
1/30/2017,20:20:00,811991,826410,-1.76,149,23,0,100,735,1/30/17 20:20
1/30/2017,20:25:00,812067,825722,-1.67,149,23,0,100,706,1/30/17 20:25
1/30/2017,20:30:00,812021,824952,-1.58,148,23,0,100,673,1/30/17 20:30
1/30/2017,20:35:00,812050,824205,-1.49,149,23,0,100,718,1/30/17 20:35
1/30/2017,20:40:00,812044,823442,-1.39,149,23,0,100,700,1/30/17 20:40
1/30/2017,20:45:00,812093,822731,-1.30,149,23,0,100,705,1/30/17 20:45
1/30/2017,20:50:00,811948,821879,-1.22,149,23,0,100,654,1/30/17 20:50
1/30/2017,20:55:00,812140,821284,-1.12,149,23,0,100,732,1/30/17 20:55
1/30/2017,21:00:00,812079,820479,-1.03,149,23,0,100,690,1/30/17 21:00
1/30/2017,21:05:00,811916,819595,-0.94,149,23,0,100,669,1/30/17 21:05
1/30/2017,21:10:00,811918,818841,-0.85,148,23,0,100,708,1/30/17 21:10
1/30/2017,21:15:00,811928,818143,-0.76,149,23,0,100,660,1/30/17 21:15
1/30/2017,21:20:00,812081,817539,-0.67,149,23,0,100,707,1/30/17 21:20
1/30/2017,21:25:00,811863,816739,-0.60,149,23,0,100,542,1/30/17 21:25
1/30/2017,21:30:00,811970,816113,-0.51,149,23,0,100,685,1/30/17 21:30
1/30/2017,21:35:00,811971,815475,-0.43,149,22,0,100,597,1/30/17 21:35
1/30/2017,21:40:00,812153,814979,-0.35,148,23,0,100,639,1/30/17 21:40
1/30/2017,21:45:00,812013,814293,-0.28,149,23,0,100,511,1/30/17 21:45
1/30/2017,21:50:00,812183,813826,-0.20,149,22,0,100,597,1/30/17 21:50
1/30/2017,21:55:00,812203,813281,-0.13,149,22,0,100,530,1/30/17 21:55
1/30/2017,22:00:00,812051,812644,-0.07,149,22,0,100,455,1/30/17 22:00
1/30/2017,22:05:00,812037,812083,-0.01,149,22,0,100,513,1/30/17 22:05
1/30/2017,22:10:00,812165,811639,0.06,149,23,0,100,537,1/30/17 22:10
1/30/2017,22:15:00,811985,810968,0.13,149,23,0,100,462,1/30/17 22:15
1/30/2017,22:20:00,812037,810456,0.19,149,23,0,100,530,1/30/17 22:20
1/30/2017,22:25:00,812099,809898,0.27,149,23,0,100,583,1/30/17 22:25
1/30/2017,22:30:00,812134,809405,0.34,149,23,0,100,497,1/30/17 22:30
