Date(yyyy/MM/dd),Time,Ref,Sen,ATN,Flow,Temp,Status,Battery,BC,DATE
1/26/2017,11:55:00,837914,858422,-2.42,149,16,0,100,4109,1/26/17 11:55
1/26/2017,12:00:00,837951,853824,-1.88,149,16,0,100,4128,1/26/17 12:00
1/26/2017,12:05:00,837990,849277,-1.34,149,16,0,100,4107,1/26/17 12:05
1/26/2017,12:10:00,837876,844670,-0.81,149,17,0,100,4043,1/26/17 12:10
1/26/2017,12:15:00,837648,840180,-0.3,149,17,0,100,3856,1/26/17 12:15
1/26/2017,12:20:00,837328,835733,0.19,148,17,0,100,3780,1/26/17 12:20
1/26/2017,12:25:00,837007,831441,0.67,149,18,0,100,3633,1/26/17 12:25
1/26/2017,12:30:00,836491,827018,1.14,149,18,0,100,3596,1/26/17 12:30
1/26/2017,12:35:00,836513,822886,1.64,148,18,0,100,3865,1/26/17 12:35
1/26/2017,12:40:00,836643,818845,2.15,149,18,0,100,3872,1/26/17 12:40
1/26/2017,12:45:00,836321,814529,2.64,149,18,0,100,3736,1/26/17 12:45
1/26/2017,12:50:00,836336,810421,3.15,149,18,0,100,3869,1/26/17 12:50
1/26/2017,12:55:00,836216,806565,3.61,149,18,0,100,3527,1/26/17 12:55
1/26/2017,13:00:00,836076,802714,4.07,149,18,0,100,3521,1/26/17 13:00
1/26/2017,13:05:00,836195,798918,4.56,149,18,0,100,3722,1/26/17 13:05
1/26/2017,13:10:00,836092,795040,5.03,149,18,0,100,3616,1/26/17 13:10
1/26/2017,13:15:00,836085,791121,5.53,149,18,0,100,3761,1/26/17 13:15
1/26/2017,13:20:00,835920,787174,6.01,149,18,0,100,3663,1/26/17 13:20
1/26/2017,13:25:00,836097,783579,6.49,149,18,0,100,3651,1/26/17 13:25
1/26/2017,13:30:00,835814,779669,6.95,149,18,0,100,3556,1/26/17 13:30
1/26/2017,13:35:00,835827,776012,7.43,149,19,0,100,3596,1/26/17 13:35
1/26/2017,13:40:00,835893,772381,7.9,148,19,0,100,3661,1/26/17 13:40
1/26/2017,13:45:00,835827,768803,8.36,149,19,0,100,3480,1/26/17 13:45
1/26/2017,13:50:00,835741,765093,8.83,149,19,0,100,3610,1/26/17 13:50
1/26/2017,13:55:00,835524,761137,9.32,149,19,0,100,3754,1/26/17 13:55
1/26/2017,14:00:00,835611,757627,9.8,149,19,0,100,3603,1/26/17 14:00
1/26/2017,14:05:00,835456,754059,10.25,149,19,0,100,3458,1/26/17 14:05
1/26/2017,14:10:00,835537,750774,10.7,148,19,0,100,3426,1/26/17 14:10
1/26/2017,14:15:00,835598,747391,11.16,149,19,0,100,3499,1/26/17 14:15
1/26/2017,14:20:00,835410,743894,11.6,149,19,0,100,3404,1/26/17 14:20
1/26/2017,14:25:00,835168,740393,12.05,148,19,0,100,3399,1/26/17 14:25
1/26/2017,14:30:00,835142,737037,12.5,149,19,0,100,3440,1/26/17 14:30
1/26/2017,14:35:00,835058,733667,12.94,148,19,0,100,3440,1/26/17 14:35
1/26/2017,14:40:00,835269,730627,13.39,149,19,0,100,3358,1/26/17 14:40
1/26/2017,14:45:00,835276,727571,13.81,149,19,0,100,3202,1/26/17 14:45
1/26/2017,14:50:00,835398,724678,14.22,148,19,0,100,3170,1/26/17 14:50
1/26/2017,14:55:00,835504,721609,14.66,149,18,0,100,3332,1/26/17 14:55
1/26/2017,15:00:00,835409,718224,15.11,149,18,0,100,3498,1/26/17 15:00
1/26/2017,15:05:00,835348,714729,15.59,149,18,0,100,3663,1/26/17 15:05
1/26/2017,15:10:00,835116,710997,16.09,149,18,0,100,3780,1/26/17 15:10
1/26/2017,15:15:00,834780,707292,16.57,149,18,0,100,3677,1/26/17 15:15
1/26/2017,15:20:00,834351,703736,17.03,149,18,0,100,3451,1/26/17 15:20
1/26/2017,15:25:00,834391,700521,17.49,148,18,0,100,3551,1/26/17 15:25
1/26/2017,15:30:00,834217,697205,17.94,149,18,0,100,3459,1/26/17 15:30
1/26/2017,15:35:00,834345,694276,18.38,149,18,0,100,3327,1/26/17 15:35
1/26/2017,15:40:00,834161,691187,18.8,149,18,0,100,3232,1/26/17 15:40
1/26/2017,15:45:00,834136,688309,19.22,149,18,0,100,3158,1/26/17 15:45
1/26/2017,15:50:00,833792,685158,19.63,149,18,0,100,3184,1/26/17 15:50
1/26/2017,15:55:00,833663,681946,20.09,149,18,0,100,3465,1/26/17 15:55
1/26/2017,16:00:00,833865,678598,20.6,148,18,0,100,3964,1/26/17 16:00
1/26/2017,16:05:00,833997,675529,21.07,149,18,0,100,3577,1/26/17 16:05
1/26/2017,16:10:00,834567,672540,21.59,149,17,0,100,3902,1/26/17 16:10
1/26/2017,16:15:00,835055,669358,22.12,148,17,0,100,4089,1/26/17 16:15
1/26/2017,16:20:00,835512,666109,22.66,149,16,0,100,4127,1/26/17 16:20
1/26/2017,16:25:00,836034,662964,23.19,149,16,0,100,4084,1/26/17 16:25
1/26/2017,16:30:00,836438,659719,23.73,149,15,0,100,4109,1/26/17 16:30
1/26/2017,16:35:00,836910,656484,24.28,149,15,0,100,4178,1/26/17 16:35
1/26/2017,16:40:00,837423,653160,24.85,148,15,0,100,4367,1/26/17 16:40
1/26/2017,16:45:00,837609,649579,25.42,149,14,0,100,4361,1/26/17 16:45
1/26/2017,16:50:00,837704,646104,25.97,149,14,0,100,4176,1/26/17 16:50
1/26/2017,16:55:00,838121,642827,26.53,148,14,0,100,4285,1/26/17 16:55
1/26/2017,17:00:00,838174,639358,27.08,149,14,0,100,4174,1/26/17 17:00
1/26/2017,17:05:00,838300,636032,27.61,149,14,0,100,4091,1/26/17 17:05
1/26/2017,17:10:00,838558,632974,28.13,149,14,0,100,3909,1/26/17 17:10
1/26/2017,17:15:00,838583,629977,28.6,149,13,0,100,3641,1/26/17 17:15
1/26/2017,17:20:00,838676,627045,29.08,149,13,0,100,3641,1/26/17 17:20
1/26/2017,17:25:00,838815,624335,29.53,149,13,0,100,3429,1/26/17 17:25
1/26/2017,17:30:00,838857,621539,29.98,149,13,0,100,3460,1/26/17 17:30
1/26/2017,17:35:00,838921,618763,30.44,149,13,0,100,3471,1/26/17 17:35
1/26/2017,17:40:00,839173,616080,30.9,149,13,0,100,3542,1/26/17 17:40
1/26/2017,17:45:00,839003,613132,31.36,148,13,0,100,3526,1/26/17 17:45
1/26/2017,17:50:00,838979,610335,31.82,149,13,0,100,3464,1/26/17 17:50
1/26/2017,17:55:00,839034,607634,32.27,149,13,0,100,3431,1/26/17 17:55
1/26/2017,18:00:00,839115,604900,32.73,149,13,0,100,3512,1/26/17 18:00
1/26/2017,18:05:00,839164,602189,33.18,149,13,0,100,3469,1/26/17 18:05
1/26/2017,18:10:00,839007,599342,33.64,149,13,0,100,3470,1/26/17 18:10
1/26/2017,18:15:00,839054,596646,34.1,149,13,0,100,3480,1/26/17 18:15
1/26/2017,18:20:00,839135,593915,34.56,148,13,0,100,3596,1/26/17 18:20
1/26/2017,18:25:00,839103,591088,35.04,149,13,0,100,3609,1/26/17 18:25
1/26/2017,18:30:00,839293,588402,35.51,149,13,0,100,3645,1/26/17 18:30
1/26/2017,18:35:00,839342,585644,35.99,149,12,0,100,3627,1/26/17 18:35
1/26/2017,18:40:00,839175,582753,36.47,149,12,0,100,3621,1/26/17 18:40
1/26/2017,18:45:00,839243,580050,36.94,148,12,0,100,3631,1/26/17 18:45
1/26/2017,18:50:00,839283,577254,37.43,148,12,0,100,3745,1/26/17 18:50
1/26/2017,18:55:00,839302,574550,37.9,149,12,0,100,3597,1/26/17 18:55
1/26/2017,19:00:00,839386,572001,38.35,149,12,0,100,3466,1/26/17 19:00
1/26/2017,19:05:00,839416,569451,38.8,149,12,0,100,3434,1/26/17 19:05
1/26/2017,19:10:00,839263,566875,39.24,149,12,0,100,3318,1/26/17 19:10
1/26/2017,19:15:00,839283,564472,39.67,149,12,0,100,3257,1/26/17 19:15
1/26/2017,19:20:00,839200,562046,40.09,148,12,0,100,3230,1/26/17 19:20
1/26/2017,19:25:00,839257,559768,40.5,149,12,0,100,3148,1/26/17 19:25
1/26/2017,19:30:00,839364,557544,40.91,149,12,0,100,3132,1/26/17 19:30
1/26/2017,19:35:00,839350,555251,41.32,149,12,0,100,3129,1/26/17 19:35
1/26/2017,19:40:00,839264,552972,41.72,149,12,0,100,3058,1/26/17 19:40
1/26/2017,19:45:00,839464,550988,42.11,149,12,0,100,2922,1/26/17 19:45
1/26/2017,19:50:00,839353,548808,42.49,148,12,0,100,2941,1/26/17 19:50
1/26/2017,19:55:00,839515,546883,42.86,149,12,0,100,2826,1/26/17 19:55
1/26/2017,20:00:00,839562,544828,43.24,149,12,0,100,2913,1/26/17 20:00
1/26/2017,20:05:00,839417,542660,43.62,149,12,0,100,2908,1/26/17 20:05
1/26/2017,20:10:00,839297,540539,44,148,12,0,100,2896,1/26/17 20:10
1/26/2017,20:15:00,839327,538530,44.38,149,12,0,100,2866,1/26/17 20:15
1/26/2017,20:20:00,839362,536523,44.75,149,12,0,100,2878,1/26/17 20:20
1/26/2017,20:25:00,839500,534517,45.14,149,12,0,100,2981,1/26/17 20:25
1/26/2017,20:30:00,839345,532239,45.55,149,12,0,100,3115,1/26/17 20:30
1/26/2017,20:35:00,839553,530166,45.97,149,12,0,100,3164,1/26/17 20:35
1/26/2017,20:40:00,839489,527833,46.4,149,12,0,100,3304,1/26/17 20:40
1/26/2017,20:45:00,839409,525382,46.86,149,12,0,100,3476,1/26/17 20:45
1/26/2017,20:50:00,839428,522674,47.38,149,12,0,100,3957,1/26/17 20:50
1/26/2017,20:55:00,839640,519908,47.93,148,12,0,100,4267,1/26/17 20:55
1/26/2017,21:00:00,839448,517299,48.41,149,12,0,100,3661,1/26/17 21:00
1/26/2017,21:05:00,839548,515300,48.81,149,12,0,100,3043,1/26/17 21:05
1/26/2017,21:10:00,839657,513424,49.19,148,12,0,100,2899,1/26/17 21:10
1/26/2017,21:15:00,839582,511410,49.57,148,12,0,100,2948,1/26/17 21:15
1/26/2017,21:20:00,839582,509503,49.95,149,12,0,100,2848,1/26/17 21:20
1/26/2017,21:25:00,839561,507714,50.3,149,12,0,100,2663,1/26/17 21:25
1/26/2017,21:30:00,839695,506065,50.64,149,12,0,100,2602,1/26/17 21:30
1/26/2017,21:35:00,839712,504373,50.97,149,11,0,100,2569,1/26/17 21:35
1/26/2017,21:40:00,839534,502595,51.31,148,12,0,100,2548,1/26/17 21:40
1/26/2017,21:45:00,839551,500977,51.63,149,11,0,100,2474,1/26/17 21:45
1/26/2017,21:50:00,839513,499231,51.98,149,11,0,100,2627,1/26/17 21:50
1/26/2017,21:55:00,839510,497404,52.34,149,11,0,100,2793,1/26/17 21:55
1/26/2017,22:00:00,839654,495749,52.69,149,11,0,100,2672,1/26/17 22:00
1/26/2017,22:05:00,839540,493967,53.04,148,12,0,100,2660,1/26/17 22:05
1/26/2017,22:10:00,839433,492248,53.37,149,12,0,100,2561,1/26/17 22:10
1/26/2017,22:15:00,839541,490767,53.69,149,12,0,100,2395,1/26/17 22:15
1/26/2017,22:20:00,839424,489179,54,148,12,0,100,2381,1/26/17 22:20
1/26/2017,22:25:00,839391,487663,54.31,149,12,0,100,2336,1/26/17 22:25
1/26/2017,22:30:00,839269,486134,54.6,149,12,0,100,2283,1/26/17 22:30
1/26/2017,22:35:00,839263,484711,54.9,148,12,0,100,2245,1/26/17 22:35
1/26/2017,22:40:00,839270,483269,55.2,149,12,0,100,2278,1/26/17 22:40
1/26/2017,22:45:00,839084,481736,55.49,149,12,0,100,2253,1/26/17 22:45
1/26/2017,22:50:00,839043,480278,55.79,149,12,0,100,2274,1/26/17 22:50
1/26/2017,22:55:00,838992,478738,56.1,149,12,0,100,2402,1/26/17 22:55
1/26/2017,23:00:00,838990,477254,56.41,148,12,0,100,2381,1/26/17 23:00
1/26/2017,23:05:00,839025,475817,56.72,148,12,0,100,2347,1/26/17 23:05
1/26/2017,23:10:00,838884,474342,57.01,148,12,0,100,2254,1/26/17 23:10
1/26/2017,23:15:00,838761,472919,57.3,149,12,0,100,2179,1/26/17 23:15
1/26/2017,23:20:00,838790,471687,57.56,148,12,0,100,2029,1/26/17 23:20
1/26/2017,23:25:00,838650,470353,57.83,149,12,0,100,2032,1/26/17 23:25
1/26/2017,23:30:00,838438,469040,58.09,149,12,0,100,1939,1/26/17 23:30
1/26/2017,23:35:00,838121,467761,58.32,148,13,0,100,1806,1/26/17 23:35
1/26/2017,23:40:00,838081,467034,58.47,149,13,0,100,1149,1/26/17 23:40
1/26/2017,23:45:00,837979,466384,58.6,149,13,0,100,969,1/26/17 23:45
1/26/2017,23:50:00,837999,465197,58.86,148,13,0,100,1974,1/26/17 23:50
1/26/2017,23:55:00,837931,463932,59.12,149,13,0,100,2014,1/26/17 23:55
1/27/2017,0:00:00,837890,462613,59.4,148,13,0,100,2148,1/27/17 0:00
1/27/2017,0:05:00,838045,461498,59.66,149,13,0,100,1981,1/27/17 0:05
1/27/2017,0:10:00,837957,460374,59.89,149,13,0,100,1779,1/27/17 0:10
1/27/2017,0:15:00,837873,459120,60.16,149,13,0,100,2003,1/27/17 0:15
1/27/2017,0:20:00,837845,457936,60.41,149,13,0,100,1943,1/27/17 0:20
1/27/2017,0:25:00,837984,456858,60.66,149,13,0,100,1923,1/27/17 0:25
1/27/2017,0:30:00,838010,455708,60.92,149,12,0,100,1945,1/27/17 0:30
1/27/2017,0:35:00,838047,454426,61.2,148,12,0,100,2196,1/27/17 0:35
1/27/2017,0:40:00,838367,453302,61.49,149,12,0,100,2179,1/27/17 0:40
1/27/2017,0:45:00,838389,451993,61.78,148,12,0,100,2240,1/27/17 0:45
1/27/2017,0:50:00,838331,450642,62.07,149,12,0,100,2230,1/27/17 0:50
1/27/2017,0:55:00,838316,449405,62.35,149,12,0,100,2082,1/27/17 0:55
1/27/2017,1:00:00,838175,448134,62.61,148,12,0,100,2045,1/27/17 1:00
1/27/2017,1:05:00,838208,447135,62.84,149,12,0,100,1732,1/27/17 1:05
1/27/2017,1:10:00,838246,446117,63.07,149,12,0,100,1772,1/27/17 1:10
1/27/2017,1:15:00,838246,445039,63.31,150,12,0,100,1832,1/27/17 1:15
1/27/2017,1:20:00,838183,443914,63.56,148,12,0,100,1885,1/27/17 1:20
1/27/2017,1:25:00,838320,442940,63.8,149,12,0,100,1799,1/27/17 1:25
1/27/2017,1:30:00,838193,441760,64.05,148,12,0,100,1931,1/27/17 1:30
1/27/2017,1:35:00,838382,440834,64.28,149,12,0,100,1772,1/27/17 1:35
1/27/2017,1:40:00,838204,439616,64.54,149,12,0,100,1948,1/27/17 1:40
1/27/2017,1:45:00,838437,438700,64.77,149,12,0,100,1802,1/27/17 1:45
1/27/2017,1:50:00,838422,437538,65.04,149,12,0,100,2008,1/27/17 1:50
1/27/2017,1:55:00,838365,436320,65.31,149,12,0,100,2074,1/27/17 1:55
1/27/2017,2:00:00,838467,435259,65.56,149,12,0,100,1949,1/27/17 2:00
1/27/2017,2:05:00,838348,434042,65.83,149,12,0,100,2027,1/27/17 2:05
1/27/2017,2:10:00,838355,432952,66.08,149,12,0,100,1923,1/27/17 2:10
1/27/2017,2:15:00,838318,431895,66.32,148,12,0,100,1842,1/27/17 2:15
1/27/2017,2:20:00,838219,430788,66.57,148,12,0,100,1879,1/27/17 2:20
1/27/2017,2:25:00,838376,429812,66.81,148,12,0,100,1885,1/27/17 2:25
1/27/2017,2:30:00,838363,428737,67.06,150,12,0,100,1885,1/27/17 2:30
1/27/2017,2:35:00,838421,427685,67.31,148,12,0,100,1939,1/27/17 2:35
1/27/2017,2:40:00,838525,426666,67.56,150,12,0,100,1901,1/27/17 2:40
1/27/2017,2:45:00,838503,425582,67.82,148,12,0,100,1932,1/27/17 2:45
1/27/2017,2:50:00,838589,424617,68.05,149,12,0,100,1809,1/27/17 2:50
1/27/2017,2:55:00,838636,423625,68.29,149,12,0,100,1826,1/27/17 2:55
1/27/2017,3:00:00,838507,422465,68.55,148,12,0,100,1987,1/27/17 3:00
1/27/2017,3:05:00,838488,421408,68.8,148,12,0,100,1905,1/27/17 3:05
1/27/2017,3:10:00,838689,420521,69.03,149,12,0,100,1789,1/27/17 3:10
1/27/2017,3:15:00,838738,419529,69.28,149,12,0,100,1845,1/27/17 3:15
1/27/2017,3:20:00,838674,418476,69.52,149,12,0,100,1858,1/27/17 3:20
1/27/2017,3:25:00,838634,417451,69.76,148,12,0,100,1846,1/27/17 3:25
1/27/2017,3:30:00,838650,416470,70,149,12,0,100,1808,1/27/17 3:30
1/27/2017,3:35:00,838846,415605,70.23,149,11,0,100,1763,1/27/17 3:35
1/27/2017,3:40:00,838758,414544,70.47,149,11,0,100,1869,1/27/17 3:40
1/27/2017,3:45:00,838651,413549,70.7,149,11,0,100,1735,1/27/17 3:45
1/27/2017,3:50:00,838760,412716,70.92,148,11,0,100,1647,1/27/17 3:50
1/27/2017,3:55:00,838836,411854,71.13,149,11,0,100,1663,1/27/17 3:55
1/27/2017,4:00:00,838826,411002,71.34,149,11,0,100,1570,1/27/17 4:00
1/27/2017,4:05:00,838794,410039,71.57,148,11,0,100,1771,1/27/17 4:05
1/27/2017,4:10:00,838688,409004,71.81,149,11,0,100,1831,1/27/17 4:10
1/27/2017,4:15:00,838793,408202,72.02,149,11,0,100,1592,1/27/17 4:15
1/27/2017,4:20:00,838807,407327,72.24,149,11,0,100,1649,1/27/17 4:20
1/27/2017,4:25:00,838681,406319,72.47,150,11,0,100,1763,1/27/17 4:25
1/27/2017,4:30:00,838618,405426,72.68,149,11,0,100,1620,1/27/17 4:30
1/27/2017,4:35:00,838593,404544,72.9,149,12,0,100,1638,1/27/17 4:35
1/27/2017,4:40:00,838430,403640,73.1,148,12,0,100,1568,1/27/17 4:40
1/27/2017,4:45:00,838449,402902,73.29,149,12,0,100,1413,1/27/17 4:45
1/27/2017,4:50:00,838480,402150,73.48,149,12,0,100,1453,1/27/17 4:50
1/27/2017,4:55:00,838320,401235,73.69,149,12,0,100,1591,1/27/17 4:55
1/27/2017,5:00:00,838164,400303,73.9,148,12,0,100,1642,1/27/17 5:00
1/27/2017,5:05:00,838148,399559,74.08,148,12,0,100,1413,1/27/17 5:05
1/27/2017,5:10:00,838060,398783,74.27,149,12,0,100,1402,1/27/17 5:10
1/27/2017,5:15:00,837853,397911,74.46,149,12,0,100,1481,1/27/17 5:15
1/27/2017,5:20:00,837861,397121,74.66,149,12,0,100,1522,1/27/17 5:20
1/27/2017,5:25:00,837811,396254,74.87,149,12,0,100,1621,1/27/17 5:25
1/27/2017,5:30:00,837823,395515,75.06,149,12,0,100,1434,1/27/17 5:30
1/27/2017,5:35:00,837755,394757,75.25,149,12,0,100,1401,1/27/17 5:35
1/27/2017,5:40:00,837717,394021,75.43,149,12,0,100,1388,1/27/17 5:40
1/27/2017,5:45:00,837595,393266,75.6,149,12,0,100,1351,1/27/17 5:45
1/27/2017,5:50:00,837526,392495,75.79,148,12,0,100,1443,1/27/17 5:50
1/27/2017,5:55:00,837491,391669,76,149,12,0,100,1574,1/27/17 5:55
1/27/2017,6:00:00,837374,390713,76.23,149,12,0,100,1757,1/27/17 6:00
1/27/2017,6:05:00,837505,390019,76.42,148,12,0,100,1485,1/27/17 6:05
1/27/2017,6:10:00,837442,389199,76.63,150,12,0,100,1537,1/27/17 6:10
1/27/2017,6:15:00,837318,388296,76.84,149,12,0,100,1658,1/27/17 6:15
1/27/2017,6:20:00,837292,387495,77.05,150,12,0,100,1540,1/27/17 6:20
1/27/2017,6:25:00,837377,386734,77.25,148,12,0,100,1587,1/27/17 6:25
1/27/2017,6:30:00,837349,385756,77.5,149,12,0,100,1905,1/27/17 6:30
1/27/2017,6:35:00,837535,384891,77.75,149,12,0,100,1881,1/27/17 6:35
1/27/2017,6:40:00,837465,384090,77.95,149,12,0,100,1525,1/27/17 6:40
1/27/2017,6:45:00,837464,383320,78.15,148,12,0,100,1539,1/27/17 6:45
1/27/2017,6:50:00,837244,382396,78.37,149,12,0,100,1640,1/27/17 6:50
1/27/2017,6:55:00,837346,381643,78.58,148,12,0,100,1606,1/27/17 6:55
1/27/2017,7:00:00,837225,380762,78.79,148,12,0,100,1663,1/27/17 7:00
1/27/2017,7:05:00,837340,380095,78.98,148,13,0,100,1451,1/27/17 7:05
1/27/2017,7:10:00,837296,379320,79.18,149,13,0,100,1516,1/27/17 7:10
1/27/2017,7:15:00,837043,378318,79.41,149,13,0,100,1786,1/27/17 7:15
1/27/2017,7:20:00,837225,377607,79.62,149,13,0,100,1600,1/27/17 7:20
1/27/2017,7:25:00,837106,376700,79.85,149,13,0,100,1725,1/27/17 7:25
1/27/2017,7:30:00,837166,375953,80.06,149,13,0,100,1568,1/27/17 7:30
1/27/2017,7:35:00,836881,375008,80.27,148,13,0,100,1670,1/27/17 7:35
1/27/2017,7:40:00,836827,374208,80.48,149,13,0,100,1579,1/27/17 7:40
1/27/2017,7:45:00,836838,373607,80.64,148,13,0,100,1244,1/27/17 7:45
1/27/2017,7:50:00,836525,372679,80.85,148,13,0,100,1622,1/27/17 7:50
1/27/2017,7:55:00,836508,372060,81.02,149,13,0,100,1252,1/27/17 7:55
1/27/2017,8:00:00,836190,371254,81.2,149,13,0,100,1364,1/27/17 8:00
1/27/2017,8:05:00,836000,370633,81.34,148,14,0,100,1111,1/27/17 8:05
1/27/2017,8:10:00,835867,370047,81.48,149,14,0,100,1085,1/27/17 8:10
1/27/2017,8:15:00,835768,369462,81.63,149,14,0,100,1116,1/27/17 8:15
1/27/2017,8:20:00,835428,368598,81.82,149,14,0,100,1475,1/27/17 8:20
1/27/2017,8:25:00,835397,367783,82.04,149,14,0,100,1659,1/27/17 8:25
1/27/2017,8:30:00,835203,366799,82.29,148,14,0,100,1878,1/27/17 8:30
1/27/2017,8:35:00,835152,366048,82.48,149,14,0,100,1516,1/27/17 8:35
1/27/2017,8:40:00,835070,365286,82.68,148,14,0,100,1524,1/27/17 8:40
1/27/2017,8:45:00,835024,364390,82.92,149,14,0,100,1830,1/27/17 8:45
1/27/2017,8:50:00,834994,363381,83.2,149,14,0,100,2087,1/27/17 8:50
1/27/2017,8:55:00,834846,362251,83.49,149,14,0,100,2239,1/27/17 8:55
1/27/2017,9:00:00,834753,361235,83.76,149,15,0,100,2056,1/27/17 9:00
1/27/2017,9:05:00,834652,360238,84.02,149,15,0,100,2015,1/27/17 9:05
1/27/2017,9:10:00,834630,359315,84.28,149,15,0,100,1936,1/27/17 9:10
1/27/2017,9:15:00,834340,358188,84.56,148,15,0,100,2145,1/27/17 9:15
1/27/2017,9:20:00,834450,357386,84.8,149,15,0,100,1810,1/27/17 9:20
1/27/2017,9:25:00,834107,356255,85.07,149,15,0,100,2103,1/27/17 9:25
1/27/2017,9:30:00,834066,355325,85.33,148,15,0,100,1969,1/27/17 9:30
1/27/2017,9:35:00,833933,354320,85.6,149,15,0,100,2038,1/27/17 9:35
1/27/2017,9:40:00,833874,353360,85.86,149,15,0,100,2015,1/27/17 9:40
1/27/2017,9:45:00,833774,352332,86.14,149,15,0,100,2130,1/27/17 9:45
1/27/2017,9:50:00,833598,351282,86.42,149,15,0,100,2115,1/27/17 9:50
1/27/2017,9:55:00,833617,350409,86.67,149,16,0,100,1914,1/27/17 9:55
1/27/2017,10:00:00,833482,349389,86.94,149,16,0,100,2099,1/27/17 10:00
,,,,,,,,,,
1/27/2017,10:15:00,795060,903306,-12.76,148,19,0,100,,1/27/17 10:15
1/27/2017,10:20:00,794242,900417,-12.55,149,19,0,100,1657,1/27/17 10:20
1/27/2017,10:25:00,793970,897930,-12.30,149,19,0,100,1848,1/27/17 10:25
1/27/2017,10:30:00,793911,895526,-12.04,149,19,0,100,1987,1/27/17 10:30
1/27/2017,10:35:00,793699,892835,-11.77,149,20,0,100,2091,1/27/17 10:35
1/27/2017,10:40:00,793390,890159,-11.51,148,20,0,100,2005,1/27/17 10:40
1/27/2017,10:45:00,793153,887529,-11.24,149,20,0,100,2028,1/27/17 10:45
1/27/2017,10:50:00,792690,884774,-10.99,149,20,0,100,1925,1/27/17 10:50
1/27/2017,10:55:00,792605,882407,-10.73,149,20,0,100,1961,1/27/17 10:55
1/27/2017,11:00:00,792309,879775,-10.47,149,20,0,100,1993,1/27/17 11:00
1/27/2017,11:05:00,792230,877229,-10.19,149,20,0,100,2134,1/27/17 11:05
1/27/2017,11:10:00,792087,874501,-9.90,149,20,0,100,2237,1/27/17 11:10
1/27/2017,11:15:00,792060,871762,-9.59,149,21,0,100,2366,1/27/17 11:15
1/27/2017,11:20:00,791653,869003,-9.32,149,21,0,100,2025,1/27/17 11:20
1/27/2017,11:25:00,791243,866249,-9.06,149,21,0,100,2025,1/27/17 11:25
1/27/2017,11:30:00,791044,863553,-8.77,149,21,0,100,2185,1/27/17 11:30
1/27/2017,11:35:00,790722,860635,-8.47,149,22,0,100,2270,1/27/17 11:35
1/27/2017,11:40:00,790297,857830,-8.20,149,22,0,100,2079,1/27/17 11:40
1/27/2017,11:45:00,789984,855207,-7.93,149,22,0,100,2033,1/27/17 11:45
1/27/2017,11:50:00,789759,852787,-7.68,149,22,0,100,1943,1/27/17 11:50
1/27/2017,11:55:00,789775,850368,-7.39,148,22,0,100,2196,1/27/17 11:55
1/27/2017,12:00:00,789783,847858,-7.10,149,22,0,100,2261,1/27/17 12:00
1/27/2017,12:05:00,789595,845330,-6.82,149,22,0,100,2095,1/27/17 12:05
1/27/2017,12:10:00,789668,843130,-6.55,148,22,0,100,2071,1/27/17 12:10
1/27/2017,12:15:00,789481,840973,-6.32,149,23,0,100,1772,1/27/17 12:15
1/27/2017,12:20:00,789319,838874,-6.09,149,23,0,100,1749,1/27/17 12:20
1/27/2017,12:25:00,789126,836760,-5.86,149,23,0,100,1737,1/27/17 12:25
1/27/2017,12:30:00,788905,834908,-5.67,149,23,0,100,1476,1/27/17 12:30
1/27/2017,12:35:00,788927,833139,-5.45,149,23,0,100,1638,1/27/17 12:35
1/27/2017,12:40:00,788765,831335,-5.26,149,23,0,100,1496,1/27/17 12:40
1/27/2017,12:45:00,789050,829789,-5.03,149,23,0,100,1695,1/27/17 12:45
1/27/2017,12:50:00,789029,828051,-4.83,149,22,0,100,1578,1/27/17 12:50
1/27/2017,12:55:00,789236,826506,-4.61,149,22,0,100,1624,1/27/17 12:55
1/27/2017,13:00:00,789214,824810,-4.41,149,22,0,100,1545,1/27/17 13:00
1/27/2017,13:05:00,789308,823305,-4.22,149,22,0,100,1483,1/27/17 13:05
1/27/2017,13:10:00,789517,822043,-4.04,149,22,0,100,1371,1/27/17 13:10
1/27/2017,13:15:00,789400,820535,-3.87,149,22,0,100,1287,1/27/17 13:15
1/27/2017,13:20:00,789549,819299,-3.70,149,22,0,100,1293,1/27/17 13:20
1/27/2017,13:25:00,789507,818052,-3.55,149,22,0,100,1121,1/27/17 13:25
1/27/2017,13:30:00,789678,817005,-3.40,149,22,0,100,1142,1/27/17 13:30
1/27/2017,13:35:00,789673,815832,-3.26,149,22,0,100,1091,1/27/17 13:35
1/27/2017,13:40:00,789536,814517,-3.11,149,22,0,100,1098,1/27/17 13:40
1/27/2017,13:45:00,789678,813520,-2.97,149,22,0,100,1071,1/27/17 13:45
1/27/2017,13:50:00,789561,812338,-2.84,149,22,0,100,996,1/27/17 13:50
1/27/2017,13:55:00,789697,811366,-2.71,149,22,0,100,1044,1/27/17 13:55
1/27/2017,14:00:00,789537,810155,-2.58,149,22,0,100,984,1/27/17 14:00
1/27/2017,14:05:00,789545,809130,-2.45,149,22,0,100,973,1/27/17 14:05
1/27/2017,14:10:00,789653,808237,-2.33,149,22,0,100,946,1/27/17 14:10
1/27/2017,14:15:00,789474,807177,-2.22,148,22,0,100,833,1/27/17 14:15
