Date (UTC)	Temp	RH	Pressure	NO2	O3	COV	PMP	Latitude	Longitude	Altitude	GPS Date
2017-09-21 07:46:31	17.106	53.328	1017.15	47.972	0	33.505	11.776	No signal	No signal	No signal	23:59:49
2017-09-21 07:47:28	17.097	53.396	1017.131	47.972	0	34.17	12.527	No signal	No signal	No signal	23:59:49
2017-09-21 07:48:28	17.088	53.49	1017.14	47.972	0	34.936	12.563	No signal	No signal	No signal	23:59:49
2017-09-21 07:49:28	17.079	53.558	1017.137	48.52	0	35.607	13.954	No signal	No signal	No signal	23:59:49
2017-09-21 07:50:28	17.088	53.639	1017.127	48.52	0	36.557	15.117	No signal	No signal	No signal	23:59:49
2017-09-21 07:51:28	17.106	53.407	1017.128	48.52	0	36.887	16.212	No signal	No signal	No signal	23:59:49
2017-09-21 07:52:28	17.097	52.786	1017.122	48.52	0	38.156	15.313	No signal	No signal	No signal	23:59:49
2017-09-21 07:53:28	17.177	53.692	1017.119	49.571	0	35.831	12.421	No signal	No signal	No signal	23:59:49
2017-09-21 07:54:30	17.115	52.432	1016.877	49.571	0	36.038	12.954	No signal	No signal	No signal	23:59:49
2017-09-21 07:55:31	17.07	52.841	1016.83	50.105	0	30.912	13.638	No signal	No signal	No signal	23:59:49
2017-09-21 07:56:30	17.043	53.403	1016.794	49.787	0	29.436	13.574	No signal	No signal	No signal	23:59:49
2017-09-21 07:57:28	17.016	53.232	1016.885	49.777	0	27.942	12.01	No signal	No signal	No signal	23:59:49
2017-09-21 07:58:28	17.07	52.641	1016.838	49.944	0	27.319	12.274	No signal	No signal	No signal	23:59:49
2017-09-21 07:59:30	17.079	52.059	1016.99	50.11	0	26.696	11.425	No signal	No signal	No signal	23:59:49
2017-09-21 08:00:30	16.963	52.2	1016.984	50.694	0	27.111	10.181	No signal	No signal	No signal	23:59:49
2017-09-21 08:01:28	16.918	52.444	1017.027	50.431	0	26.073	11.033	No signal	No signal	No signal	23:59:49
2017-09-21 08:02:28	16.891	52.752	1017.107	50.442	0	26.217	11.154	No signal	No signal	No signal	23:59:49
2017-09-21 08:03:28	16.9	52.833	1017.18	50.575	0	26.073	11.588	No signal	No signal	No signal	23:59:49
2017-09-21 08:04:29	16.909	52.686	1017.038	50.419	0	25.45	11.426	No signal	No signal	No signal	23:59:49
2017-09-21 08:05:28	16.838	52.628	1016.843	50.409	0	25.45	12.275	No signal	No signal	No signal	23:59:49
2017-09-21 08:06:30	16.838	53.945	1016.805	50.257	0	25.45	12.255	No signal	No signal	No signal	00:00:51
2017-09-21 08:07:28	16.802	52.943	1016.689	50.417	0	24.876	12.6	No signal	No signal	No signal	23:59:49
2017-09-21 08:08:30	16.775	53.016	1016.712	49.819	0	25.367	15.973	No signal	No signal	No signal	23:59:49
2017-09-21 08:09:28	16.891	52.944	1016.859	50.102	0	25.45	16.799	No signal	No signal	No signal	23:59:49
2017-09-21 08:10:28	16.891	52.927	1016.867	50.403	0	26.217	18.185	No signal	No signal	No signal	23:59:49
2017-09-21 08:11:28	16.891	53.023	1016.894	50.723	0	26.385	16.228	No signal	No signal	No signal	23:59:49
2017-09-21 08:12:28	16.9	52.998	1016.912	49.946	0	26.385	15.031	No signal	No signal	No signal	23:59:49
2017-09-21 08:13:28	16.927	52.864	1016.907	49.299	0	25.79	15.647	No signal	No signal	No signal	23:59:49
2017-09-21 08:14:28	16.963	52.907	1016.9	48.61	0	25.949	18.031	No signal	No signal	No signal	23:59:49
2017-09-21 08:15:28	16.954	52.722	1016.894	48.775	0	25.077	21.819	No signal	No signal	No signal	23:59:49
2017-09-21 08:16:28	16.99	52.738	1016.875	48.441	0	23.534	17.82	No signal	No signal	No signal	23:59:49
2017-09-21 08:17:31	17.016	52.769	1016.88	48.591	0	22.863	18.104	No signal	No signal	No signal	23:59:49
2017-09-21 08:18:28	17.034	52.538	1016.885	48.139	0	22.863	16.53	No signal	No signal	No signal	23:59:49
2017-09-21 08:19:28	17.052	52.62	1016.851	47.767	0	22.025	16.288	No signal	No signal	No signal	23:59:49
2017-09-21 08:20:28	17.052	52.663	1016.824	47.301	0	21.298	15.563	No signal	No signal	No signal	08:19:44
2017-09-21 08:21:28	17.007	52.576	1016.823	46.991	0	21.298	16.425	No signal	No signal	No signal	08:20:45
2017-09-21 08:22:28	16.99	53.252	1016.727	46.73	0	21.034	13.025	No signal	No signal	No signal	08:21:45
2017-09-21 08:23:28	17.043	53.708	1016.739	46.368	0	21.522	10.041	No signal	No signal	No signal	08:22:45
2017-09-21 08:24:30	17.07	53.635	1016.769	46.408	0	21.522	10.041	No signal	No signal	No signal	08:23:47
2017-09-21 08:25:30	17.106	53.607	1016.761	46.833	0	22.959	8.939	No signal	No signal	No signal	08:24:46
2017-09-21 08:26:28	17.151	53.651	1016.762	46.946	0	22.193	9.007	No signal	No signal	No signal	08:25:44
2017-09-21 08:27:28	17.204	53.54	1016.747	46.543	0	22.025	10.029	No signal	No signal	No signal	08:26:45
2017-09-21 08:28:28	17.267	53.405	1016.743	46.227	0	22.619	10.81	No signal	No signal	No signal	08:27:45
2017-09-21 08:29:28	17.321	53.381	1016.725	45.52	0	22.461	11.749	No signal	No signal	No signal	08:28:45
2017-09-21 08:30:28	17.383	53.289	1016.749	44.688	0	23.236	10.007	No signal	No signal	No signal	08:29:44
2017-09-21 08:31:28	17.437	53.126	1016.734	45.125	0	23.333	9.735	No signal	No signal	No signal	08:30:45
2017-09-21 08:32:29	17.508	53.045	1016.709	45.129	0	23.333	9.871	No signal	No signal	No signal	08:31:46
2017-09-21 08:33:28	17.553	52.949	1016.707	44.675	0	23.236	8.825	No signal	No signal	No signal	08:32:44
2017-09-21 08:34:28	17.625	52.816	1016.689	45.131	0	24.205	7.844	No signal	No signal	No signal	08:33:44
2017-09-21 08:35:28	17.669	52.721	1016.677	45.132	0	24.205	6.376	No signal	No signal	No signal	08:34:44
2017-09-21 08:36:28	17.723	52.636	1016.675	45.138	0.007	24.205	6.41	No signal	No signal	No signal	08:35:44
2017-09-21 08:37:28	17.768	52.531	1016.646	45.145	0.021	24.205	5.945	No signal	No signal	No signal	08:36:44
2017-09-21 08:38:28	17.821	52.403	1016.611	45.672	0.023	24.205	5.608	No signal	No signal	No signal	08:37:44
2017-09-21 08:39:28	17.875	52.292	1016.621	45.672	0.023	24.205	6.197	No signal	No signal	No signal	08:38:45
2017-09-21 08:40:27	17.92	52.17	1016.624	45.634	0.186	25.295	8.093	No signal	No signal	No signal	08:39:44
2017-09-21 08:41:28	17.983	52.087	1016.647	45.88	0.357	25.174	7.081	No signal	No signal	No signal	08:40:44
2017-09-21 08:42:28	18.018	51.99	1016.66	45.889	0.536	25.949	6.295	No signal	No signal	No signal	08:41:44
2017-09-21 08:43:30	18.072	51.923	1016.647	45.898	0.536	26.583	6.006	No signal	No signal	No signal	08:42:46
2017-09-21 08:44:28	18.126	51.846	1016.655	45.908	0.536	26.583	5.469	No signal	No signal	No signal	08:43:44
2017-09-21 08:45:27	18.17	51.812	1016.656	45.663	0.589	27.111	5.453	No signal	No signal	No signal	08:44:44
2017-09-21 08:46:28	18.206	51.776	1016.657	45.673	0.589	27.558	7.195	No signal	No signal	No signal	08:45:44
2017-09-21 08:47:30	18.26	52.005	1016.647	45.684	0.589	27.942	7.433	No signal	No signal	No signal	08:46:47
2017-09-21 08:48:28	18.305	52.851	1016.65	45.71	0.617	28.229	7.433	No signal	No signal	No signal	08:47:44
2017-09-21 08:49:28	18.331	49.7	1016.62	45.71	0.617	27.558	8.052	No signal	No signal	No signal	08:48:45
2017-09-21 08:50:28	18.251	49.213	1016.56	47.645	0.48	28.274	7.192	No signal	No signal	No signal	08:49:45
2017-09-21 08:51:32	17.956	50.068	1016.717	47.741	0.498	27.942	6.886	No signal	No signal	No signal	08:50:48
2017-09-21 08:52:29	17.75	50.801	1016.802	47.846	0.518	28.229	6.872	No signal	No signal	No signal	08:51:46
2017-09-21 08:53:30	17.723	51.354	1016.776	46.008	0.48	27.111	9.231	No signal	No signal	No signal	08:52:47
2017-09-21 08:54:28	17.66	51.481	1016.714	46.542	0.418	27.111	8.777	No signal	No signal	No signal	08:53:44
2017-09-21 08:55:29	17.625	51.97	1016.76	46.296	0.447	27.319	8.691	No signal	No signal	No signal	08:54:46
2017-09-21 08:56:31	17.553	52.043	1017.027	46.16	0.463	27.558	9.36	No signal	No signal	No signal	08:55:48
2017-09-21 08:57:28	17.526	52.909	1017.472	45.829	0.48	27.111	10.14	No signal	No signal	No signal	08:56:45
2017-09-21 08:58:28	17.526	53.38	1017.615	45.414	0.381	27.693	17.951	No signal	No signal	No signal	08:57:45
2017-09-21 08:59:29	17.535	53.574	1017.491	45.121	0.393	27.942	18.942	No signal	No signal	No signal	08:58:46
2017-09-21 09:00:29	17.598	53.979	1017.795	44.808	0.405	27.558	19.875	No signal	No signal	No signal	08:59:46
2017-09-21 09:01:28	17.66	54.567	1018.152	44.476	0.418	27.111	19.489	No signal	No signal	No signal	09:00:45
2017-09-21 09:02:30	17.75	55.728	1017.927	44.12	0.432	27.375	20.103	No signal	No signal	No signal	09:01:46
2017-09-21 09:03:29	17.848	55.391	1017.437	43.74	0.447	25.077	21.539	No signal	No signal	No signal	09:02:46
2017-09-21 09:05:32	17.947	50.842	1017.304	42.894	0.48	25.295	24.191	No signal	No signal	No signal	09:04:49
2017-09-21 09:06:28	17.893	50.465	1016.729	48.743	4.138	29.187	35.937	No signal	No signal	No signal	09:05:45
2017-09-21 09:07:29	18.26	50.802	1016.739	49.007	4.258	30.241	36.561	No signal	No signal	No signal	09:06:46
2017-09-21 09:08:27	18.609	50.463	1016.752	49.288	4.383	32.924	37.596	No signal	No signal	No signal	09:07:44
2017-09-21 09:09:27	18.975	50.582	1016.732	47.01	2.8	34.17	29.969	No signal	No signal	No signal	09:08:44
2017-09-21 09:10:27	19.145	50.277	1016.671	48.552	2.666	35.415	31.192	No signal	No signal	No signal	09:09:44
2017-09-21 09:11:27	19.333	49.043	1016.631	48.682	2.629	35.831	28.434	No signal	No signal	No signal	09:10:44
2017-09-21 09:12:28	19.315	48.786	1016.669	48.823	2.582	36.412	28.962	No signal	No signal	No signal	09:11:45
2017-09-21 09:14:28	19.539	49.451	1016.606	51.462	4.11	38.737	28.269	No signal	No signal	No signal	09:13:45
2017-09-21 09:15:27	19.727	48.252	1016.637	54.05	4.893	39.028	30.095	No signal	No signal	No signal	09:14:44
2017-09-21 09:16:27	19.825	48.333	1016.613	56.272	4.42	39.464	24.637	No signal	No signal	No signal	09:15:44
2017-09-21 09:18:32	19.834	47.603	1016.593	57.731	4.42	40.19	16.932	No signal	No signal	No signal	09:17:49
2017-09-21 09:19:27	19.825	47.801	1016.565	57.75	4.42	40.302	19.49	No signal	No signal	No signal	09:18:44
2017-09-21 09:20:27	19.834	47.262	1016.596	57.768	4.42	44.997	18.371	No signal	No signal	No signal	09:19:45
2017-09-21 09:21:27	19.834	47.193	1016.601	58.428	4.42	47.68	21.982	No signal	No signal	No signal	09:20:44
2017-09-21 09:22:27	19.852	47.754	1016.572	59.09	4.42	49.021	22.275	No signal	No signal	No signal	09:21:44
2017-09-21 09:23:27	19.843	48.555	1016.615	60.048	4.567	51.089	21.899	No signal	No signal	No signal	09:22:44
2017-09-21 09:24:27	19.843	49.401	1016.669	60.403	4.567	53.996	21.593	No signal	No signal	No signal	09:23:44
2017-09-21 09:25:27	19.87	49.729	1016.604	61.465	4.936	57.629	22.444	No signal	No signal	No signal	09:24:44
2017-09-21 09:26:27	19.906	50.102	1016.618	62.604	5.333	61.262	19.453	No signal	No signal	No signal	09:25:44
2017-09-21 09:27:27	19.941	50.267	1016.655	62.836	5.45	63.106	16.685	No signal	No signal	No signal	09:26:44
2017-09-21 09:28:30	19.995	50.365	1016.842	63.519	6.753	65.31	15.226	No signal	No signal	No signal	09:27:48
2017-09-21 09:29:27	20.04	50.435	1016.858	63.734	7.861	67.801	14.14	No signal	No signal	No signal	09:28:44
2017-09-21 09:30:27	20.094	50.429	1016.854	63.397	8.861	70.915	13.394	No signal	No signal	No signal	09:29:44
2017-09-21 09:31:28	20.138	50.621	1016.89	63.061	8.811	74.652	11.662	No signal	No signal	No signal	09:30:45
2017-09-21 09:32:27	20.201	50.503	1016.904	62.725	8.761	75.939	11.573	No signal	No signal	No signal	09:31:45
2017-09-21 09:33:28	20.255	50.671	1016.894	61.868	8.225	77.766	11.573	No signal	No signal	No signal	09:32:45
2017-09-21 09:34:30	20.29	47.522	1016.924	61.688	9.101	82.334	9.229	No signal	No signal	No signal	09:33:47
2017-09-21 09:35:28	19.941	45.035	1016.937	62.621	10.255	77.683	10.093	No signal	No signal	No signal	09:34:45
2017-09-21 09:36:27	20.013	45.686	1016.901	62.089	8.809	79.635	5.311	No signal	No signal	No signal	09:35:44
2017-09-21 09:37:27	20.156	45.864	1016.945	62.162	9.148	82.557	5.064	No signal	No signal	No signal	09:36:45
2017-09-21 09:38:27	20.29	46.101	1016.896	60.707	10.563	71.87	8.336	No signal	No signal	No signal	09:37:44
2017-09-21 09:39:28	20.353	45.712	1016.88	59.406	10.563	67.801	8.522	No signal	No signal	No signal	09:38:45
2017-09-21 09:40:27	20.416	45.42	1016.975	58.512	10.927	66.556	8.209	No signal	No signal	No signal	09:39:44
2017-09-21 09:41:27	20.675	46.424	1016.985	57.162	11.612	62.819	8.293	No signal	No signal	No signal	09:40:45
2017-09-21 09:42:27	20.899	45.755	1016.98	57.392	11.552	61.765	8.845	No signal	No signal	No signal	09:41:44
2017-09-21 09:43:27	20.97	44.95	1016.969	58.132	11.552	57.741	9.945	No signal	No signal	No signal	09:42:45
2017-09-21 09:44:27	21.095	45.882	1016.963	58.132	11.552	55.449	10.653	No signal	No signal	No signal	09:43:45
2017-09-21 09:45:27	21.122	45.051	1016.994	57.484	11.98	52.741	11.473	No signal	No signal	No signal	09:44:45
2017-09-21 09:46:27	21.364	45.17	1016.874	56.782	12.441	48.619	12.429	No signal	No signal	No signal	09:45:45
2017-09-21 09:47:27	21.471	43.178	1016.842	58.759	11.552	42.37	12.223	No signal	No signal	No signal	09:46:44
2017-09-21 09:48:27	21.552	43.971	1016.77	58.182	11.154	36.557	16.145	No signal	No signal	No signal	09:47:44
2017-09-21 09:49:27	21.534	42.441	1016.667	58.441	11.552	32.131	14.164	No signal	No signal	No signal	09:48:45
2017-09-21 09:50:27	21.498	41.841	1016.532	58.124	11.552	32.924	16.078	No signal	No signal	No signal	09:49:44
2017-09-21 09:51:27	21.391	42.822	1016.447	56.742	11.552	32.924	18.304	No signal	No signal	No signal	09:50:44
2017-09-21 09:52:27	21.292	42.54	1016.338	54.899	11.154	32.197	19.908	No signal	No signal	No signal	09:51:44
2017-09-21 09:53:27	21.158	43.341	1016.265	53.558	11.154	31.471	18.665	No signal	No signal	No signal	09:52:44
2017-09-21 09:54:27	21.14	42.988	1016.186	52.557	11.154	30.912	19.765	No signal	No signal	No signal	09:53:44
2017-09-21 09:55:27	21.176	42.638	1015.991	52.615	11.334	31.471	19.765	No signal	No signal	No signal	09:54:44
2017-09-21 09:56:27	21.051	42.386	1015.858	51.578	11.112	30.241	22.565	No signal	No signal	No signal	09:55:44
2017-09-21 09:57:27	21.015	42.265	1015.536	51.417	11.402	29.291	22.565	No signal	No signal	No signal	09:56:44
2017-09-21 09:58:27	20.881	43.144	1015.22	50.52	10.301	28.9	23.409	No signal	No signal	No signal	09:57:44
2017-09-21 09:59:27	20.782	43.29	1015.016	50.31	9.547	27.838	23.409	No signal	No signal	No signal	09:58:44
2017-09-21 10:00:27	20.371	43.676	1014.704	48.715	8.193	25.546	26.091	No signal	No signal	No signal	09:59:44
2017-09-21 10:01:27	20.326	43.763	1014.48	48.243	7.35	24.205	27.872	No signal	No signal	No signal	10:00:44
2017-09-21 10:02:27	20.451	44.032	1014.168	47.291	6.186	22.752	28.632	No signal	No signal	No signal	10:01:44
2017-09-21 10:03:27	20.55	43.87	1014.335	44.758	4.483	22.752	29.951	No signal	No signal	No signal	10:02:44
2017-09-21 10:04:27	20.389	44.02	1014.376	42.474	3.245	21.827	30.575	No signal	No signal	No signal	10:03:45
2017-09-21 10:05:27	20.299	44.42	1014.661	40.748	2.426	21.827	28.955	No signal	No signal	No signal	10:04:44
2017-09-21 10:06:29	20.29	44.897	1015.548	39.881	0.764	21.091	24.724	No signal	No signal	No signal	10:05:47
2017-09-21 10:07:29	20.174	46.556	1015.387	39.937	1.459	21.091	21.738	No signal	No signal	No signal	10:06:46
2017-09-21 10:08:27	20.183	46.576	1017.923	39.293	2.091	22.461	22.642	No signal	No signal	No signal	10:07:44
2017-09-21 10:10:32	20.228	48.154	1019.936	39.291	2.668	24.205	19.384	No signal	No signal	No signal	10:09:50
2017-09-21 10:15:34	20.398	49.846	1019.005	36.428	4.649	28.564	15.232	No signal	No signal	No signal	10:14:52
2017-09-21 10:16:28	20.317	48.234	1018.03	34.625	4.834	28.08	15.976	No signal	No signal	No signal	10:15:45
2017-09-21 10:17:28	20.299	48.204	1017.978	36.009	7.787	31.18	16.344	No signal	No signal	No signal	10:16:46
2017-09-21 10:18:27	20.192	47.04	1017.512	35.796	9.925	32.052	13.862	No signal	No signal	No signal	10:17:45
2017-09-21 10:19:26	20.21	47.575	1017.522	37.913	14.789	33.796	14.557	No signal	No signal	No signal	10:18:44
2017-09-21 10:20:27	20.174	46.417	1016.645	37.724	14.849	34.668	15.064	No signal	No signal	No signal	10:19:46
2017-09-21 10:21:26	20.156	46.692	1016.043	37.497	15.061	34.014	18.339	No signal	No signal	No signal	10:20:44
2017-09-21 10:22:26	20.138	46.253	1016.324	38.356	15.061	34.014	20.174	No signal	No signal	No signal	10:21:44
2017-09-21 10:23:27	20.183	46.166	1016.716	39.329	15.619	32.924	21.217	No signal	No signal	No signal	10:22:45
2017-09-21 10:24:27	20.201	45.934	1016.719	39.727	15.061	30.986	23.465	No signal	No signal	No signal	10:23:44
2017-09-21 10:25:27	20.192	46.019	1016.747	41.303	15.972	28.08	21.569	No signal	No signal	No signal	10:24:44
2017-09-21 10:26:26	20.12	45.717	1016.684	41.996	16.543	28.08	21.134	No signal	No signal	No signal	10:25:44
2017-09-21 10:27:29	20.04	46.023	1016.715	41.261	16.7	28.564	19.333	No signal	No signal	No signal	10:26:47
2017-09-21 10:28:26	19.977	46.071	1016.621	41.601	17.296	27.693	19.333	No signal	No signal	No signal	10:27:44
2017-09-21 10:29:26	19.941	46.465	1016.503	40.441	15.844	28.855	18.779	No signal	No signal	No signal	10:28:44
2017-09-21 10:30:28	19.906	46.58	1016.396	40.567	16.355	27.319	18.779	No signal	No signal	No signal	10:29:46
2017-09-21 10:31:29	19.789	46.599	1016.202	39.797	16.28	27.111	22.143	No signal	No signal	No signal	10:30:47
2017-09-21 10:32:26	19.754	47.351	1016.243	39.911	16.805	26.696	19.502	No signal	No signal	No signal	10:31:44
2017-09-21 10:33:27	19.754	47.385	1016.141	39.777	16.484	25.949	21.779	No signal	No signal	No signal	10:32:45
2017-09-21 10:34:31	19.736	47.312	1016.128	40.046	17.015	24.205	22.943	No signal	No signal	No signal	10:33:48
2017-09-21 10:35:28	19.718	48.119	1016.063	40.336	17.582	24.876	23.149	No signal	No signal	No signal	10:34:46
2017-09-21 10:36:28	19.745	49.424	1016.091	40.497	19.763	25.367	21.296	No signal	No signal	No signal	10:35:46
2017-09-21 10:37:26	19.789	49.294	1016.067	40.473	19.771	26.073	21.136	No signal	No signal	No signal	10:36:44
2017-09-21 10:38:26	19.843	49.226	1016.079	40.803	19.09	28.855	21.141	No signal	No signal	No signal	10:37:44
2017-09-21 10:39:28	19.924	49.199	1016.054	40.784	18.854	31.18	20.134	No signal	No signal	No signal	10:38:46
2017-09-21 10:40:26	19.995	49.17	1016.065	40.435	19.294	29.571	21.483	No signal	No signal	No signal	10:39:45
2017-09-21 10:41:26	20.04	49.127	1016.061	40.946	17.264	32.924	19.772	No signal	No signal	No signal	10:40:44
2017-09-21 10:42:26	20.12	49.1	1016.056	41.419	17.422	35.831	18.635	No signal	No signal	No signal	10:41:44
2017-09-21 10:43:26	20.174	49.006	1016.061	41.561	17.022	37.574	16.762	No signal	No signal	No signal	10:42:44
2017-09-21 10:44:28	20.246	48.829	1016.036	41.696	16.651	39.9	15.982	No signal	No signal	No signal	10:43:46
2017-09-21 10:45:26	20.317	48.696	1016.044	41.966	16.221	42.806	13.981	No signal	No signal	No signal	10:44:44
2017-09-21 10:46:27	20.362	48.452	1016.067	40.523	14.59	45.131	12.415	No signal	No signal	No signal	10:45:45
2017-09-21 10:47:26	20.407	48.4	1016.079	38.209	13.588	45.668	11.783	No signal	No signal	No signal	10:46:44
2017-09-21 10:48:26	20.46	48.411	1016.058	38.417	8.858	47.456	5.716	No signal	No signal	No signal	10:47:44
2017-09-21 10:49:26	20.514	48.414	1016.041	39.82	8.236	52.688	5.782	No signal	No signal	No signal	10:48:44
2017-09-21 10:50:28	20.559	48.388	1016.005	40.146	8.177	55.013	5.601	No signal	No signal	No signal	10:49:46
2017-09-21 10:51:26	20.594	48.326	1015.993	40.153	8.125	56.176	5.632	No signal	No signal	No signal	10:50:44
2017-09-21 10:52:29	20.648	48.284	1016.002	40.286	8.396	56.591	5.752	No signal	No signal	No signal	10:51:47
2017-09-21 10:53:33	20.693	48.206	1016.026	40.171	8.336	57.919	3.828	No signal	No signal	No signal	10:52:51
2017-09-21 10:54:26	20.729	48.144	1016.039	40.303	8.613	57.214	4.102	No signal	No signal	No signal	10:53:44
2017-09-21 10:56:32	20.809	47.986	1016.054	40.655	8.628	59.705	4.268	No signal	No signal	No signal	10:55:50
2017-09-21 10:57:26	20.854	47.917	1016.044	41.685	8.491	59.753	4.596	No signal	No signal	No signal	10:56:45
2017-09-21 10:58:26	20.899	47.821	1016.066	42.945	8.228	60.423	4.841	No signal	No signal	No signal	10:57:44
2017-09-21 10:59:26	20.934	47.733	1016.037	44.206	7.973	60.423	4.841	No signal	No signal	No signal	10:58:44
2017-09-21 11:00:26	20.97	47.662	1016.039	44.991	7.511	61.573	5.238	No signal	No signal	No signal	10:59:44
2017-09-21 11:01:30	21.015	47.47	1016.014	45.184	7.273	61.573	4.451	No signal	No signal	No signal	11:00:48
2017-09-21 11:02:26	21.06	47.279	1016.01	45.38	7.048	62.196	3.878	No signal	No signal	No signal	11:01:44
2017-09-21 11:03:27	21.095	47.094	1015.998	44.549	7.333	62.819	3.789	No signal	No signal	No signal	11:02:45
2017-09-21 11:04:26	21.122	46.943	1016.02	43.72	6.606	62.819	3.789	No signal	No signal	No signal	11:03:44
2017-09-21 11:05:27	21.158	46.95	1016.003	43.819	5.791	62.436	3.24	No signal	No signal	No signal	11:04:45
2017-09-21 11:06:27	21.176	46.954	1015.998	43.742	5.031	62.715	3.471	No signal	No signal	No signal	11:05:46
2017-09-21 11:07:27	21.194	46.958	1016.015	41.921	4.758	62.819	4.902	No signal	No signal	No signal	11:06:45
2017-09-21 11:08:26	21.212	46.927	1015.949	40.817	4.324	62.819	5.628	No signal	No signal	No signal	11:07:44
2017-09-21 11:09:27	21.23	46.887	1015.968	41.097	4.48	62.436	5.427	No signal	No signal	No signal	11:08:45
2017-09-21 11:10:27	21.247	46.829	1015.957	39.587	3.81	63.151	5.499	No signal	No signal	No signal	11:09:46
2017-09-21 11:11:26	21.265	46.789	1015.944	38.971	3.402	63.151	5.22	No signal	No signal	No signal	11:10:44
2017-09-21 11:12:31	21.274	46.739	1015.922	38.355	2.992	63.732	4.607	No signal	No signal	No signal	11:11:49
2017-09-21 11:13:26	21.319	46.687	1015.937	37.737	2.858	64.314	4.266	No signal	No signal	No signal	11:12:44
2017-09-21 11:15:31	21.364	46.592	1015.928	36.652	2.761	64.064	4.533	No signal	No signal	No signal	11:14:49
2017-09-21 11:16:28	21.391	46.536	1015.93	36.151	2.792	64.448	4.756	No signal	No signal	No signal	11:15:47
2017-09-21 11:17:27	21.4	46.346	1015.915	35.613	2.82	64.168	5.075	No signal	No signal	No signal	11:16:46
2017-09-21 11:19:27	21.435	46.048	1015.89	34.505	3.187	63.777	4.609	No signal	No signal	No signal	11:18:46
2017-09-21 11:20:26	21.444	45.919	1015.881	33.67	3.315	64.448	4.117	No signal	No signal	No signal	11:19:44
2017-09-21 11:22:31	21.48	45.97	1015.868	33.238	3.342	64.895	2.579	No signal	No signal	No signal	11:21:50
2017-09-21 11:23:26	21.489	45.972	1015.851	32.904	3.252	64.895	3.274	No signal	No signal	No signal	11:22:44
2017-09-21 11:25:32	21.516	45.96	1015.835	32.422	3.008	65.423	2.272	No signal	No signal	No signal	11:24:50
2017-09-21 11:26:26	21.516	45.934	1015.843	32.589	2.9	65.423	2.203	No signal	No signal	No signal	11:25:44
2017-09-21 11:27:28	21.552	45.915	1015.854	31.521	3.008	64.314	2.424	No signal	No signal	No signal	11:26:47
2017-09-21 11:29:30	21.569	45.806	1015.849	29.716	3.008	64.631	2.832	No signal	No signal	No signal	11:28:49
2017-09-21 11:30:26	21.587	45.923	1015.819	29.733	2.949	65.423	2.575	No signal	No signal	No signal	11:29:44
2017-09-21 11:32:32	21.623	45.851	1015.791	29.674	3.107	66.057	2.54	No signal	No signal	No signal	11:31:50
