Date (UTC)	Temp	RH	Pressure	NO2	O3	COV	PMP	Latitude	Longitude	Altitude	GPS Date
2017-09-21 07:32:34	18036	50014	1016954	NA	NA	54408	NA	No signal	No signal	No signal	23:59:49
2017-09-21 07:33:31	17965	48988	101696	4143	0	51127	8973	No signal	No signal	No signal	23:59:49
2017-09-21 07:34:32	17884	49216	1017031	30127	5598	50033	1166	No signal	No signal	No signal	23:59:49
2017-09-21 07:35:31	17687	49184	1017145	30127	5598	47845	1166	No signal	No signal	No signal	23:59:49
2017-09-21 07:36:31	17455	4952	1017226	30127	5598	47845	1166	No signal	No signal	No signal	23:59:49
2017-09-21 07:37:31	17312	49935	10173	30127	5598	47845	1166	No signal	No signal	No signal	23:59:49
2017-09-21 07:38:31	1741	50069	1017284	30127	5598	50033	1166	No signal	No signal	No signal	23:59:49
2017-09-21 07:39:32	1733	50096	1017283	26326	3732	49486	7854	No signal	No signal	No signal	23:59:49
2017-09-21 07:40:31	17151	50783	1017307	26326	3732	70815	7854	No signal	No signal	No signal	23:59:49
2017-09-21 07:41:31	16999	5199	101736	26326	3732	52767	7854	No signal	No signal	No signal	23:59:49
2017-09-21 07:42:32	16963	51895	1017359	31188	2799	54408	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:43:30	17356	51592	101741	31188	2799	53096	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:44:30	17714	50498	1017371	31188	2799	54408	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:45:30	17669	49765	1017317	31188	2799	55721	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:46:30	17705	50295	1017316	31188	2799	53096	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:47:30	17759	50236	1017308	31188	2799	54408	9002	No signal	No signal	No signal	23:59:49
2017-09-21 07:48:30	17804	50481	1017304	31188	2799	56596	9011	No signal	No signal	No signal	23:59:49
2017-09-21 07:49:30	17857	50431	1017338	51299	2239	5933	6602	No signal	No signal	No signal	23:59:49
2017-09-21 07:50:31	17893	5022	1017317	64708	1866	59659	7349	No signal	No signal	No signal	23:59:49
2017-09-21 07:51:30	18	50216	1017316	50619	0589	62284	16498	No signal	No signal	No signal	23:59:49
2017-09-21 07:52:35	17848	49025	1017274	50619	0589	63315	17394	No signal	No signal	No signal	23:59:49
2017-09-21 07:53:31	17705	49458	1017255	50619	0589	6501	17999	No signal	No signal	No signal	23:59:49
2017-09-21 07:54:31	17562	4935	1017063	50619	0589	65893	19478	No signal	No signal	No signal	23:59:49
2017-09-21 07:55:33	17473	49864	1016946	48215	0415	57033	18877	No signal	No signal	No signal	23:59:49
2017-09-21 07:56:31	17383	50098	1016978	48215	0415	57221	18047	No signal	No signal	No signal	23:59:49
2017-09-21 07:57:32	17294	50298	1017059	49208	0487	57437	18635	No signal	No signal	No signal	23:59:49
2017-09-21 07:58:33	17142	50432	1017016	4813	04	56932	17538	No signal	No signal	No signal	23:59:49
2017-09-21 07:59:32	17097	50545	10171	48049	0386	56428	16352	No signal	No signal	No signal	23:59:49
2017-09-21 08:00:31	16999	50943	1017129	48049	0386	55502	15232	No signal	No signal	No signal	23:59:49
2017-09-21 08:01:34	16882	51103	1017193	46656	0329	53971	14025	No signal	No signal	No signal	00:00:32
2017-09-21 08:02:30	16829	51249	1017208	46656	0329	53002	1428	No signal	No signal	No signal	23:59:49
2017-09-21 08:03:30	16685	51672	101726	47817	0373	54408	15827	No signal	No signal	No signal	23:59:49
2017-09-21 08:04:30	16578	5186	1017148	48925	0	52221	1697	No signal	No signal	No signal	23:59:49
2017-09-21 08:05:30	16587	51635	1016948	50041	0	51947	17585	No signal	No signal	No signal	23:59:49
2017-09-21 08:06:30	16399	53017	1016896	49607	0	52022	12516	No signal	No signal	No signal	23:59:49
2017-09-21 08:07:32	16274	52643	1016807	50672	0	51783	11261	No signal	No signal	No signal	23:59:49
2017-09-21 08:08:31	16229	53096	101683	51406	0	51425	9502	No signal	No signal	No signal	23:59:49
2017-09-21 08:09:30	16462	52254	1016972	52533	0	51783	9797	No signal	No signal	No signal	23:59:49
2017-09-21 08:10:30	16605	52275	1016986	52773	0	51783	6335	No signal	No signal	No signal	23:59:49
2017-09-21 08:11:30	16685	51978	1017006	53032	0	51783	6335	No signal	No signal	No signal	23:59:49
2017-09-21 08:12:30	16784	51649	1017029	53311	0	51491	6335	No signal	No signal	No signal	23:59:49
2017-09-21 08:13:30	16891	51601	1017008	53974	0	51947	6907	No signal	No signal	No signal	23:59:49
2017-09-21 08:14:30	16981	51402	1017033	5469	0	51596	7105	No signal	No signal	No signal	23:59:49
2017-09-21 08:15:30	16981	508	101703	5469	0	50306	5094	No signal	No signal	No signal	23:59:49
2017-09-21 08:16:33	17088	51093	1016958	53782	0	50762	4576	No signal	No signal	No signal	23:59:49
2017-09-21 08:17:30	1716	51317	1016997	5467	0	50306	3309	No signal	No signal	No signal	23:59:49
2017-09-21 08:18:30	17267	51278	1017034	54659	0	4972	3309	No signal	No signal	No signal	23:59:49
2017-09-21 08:19:30	1733	50994	1017005	50988	0	50033	3564	No signal	No signal	No signal	23:59:49
2017-09-21 08:20:30	17392	50798	1016999	44499	0	49304	6228	No signal	No signal	No signal	23:59:49
2017-09-21 08:21:32	17392	50135	1017005	40354	0	48574	6095	No signal	No signal	No signal	23:59:49
2017-09-21 08:22:30	17437	50606	1016906	40206	0	47845	5295	No signal	No signal	No signal	23:59:49
2017-09-21 08:23:30	17508	51118	1016928	39606	0	47845	6178	No signal	No signal	No signal	00:00:15
2017-09-21 08:24:30	17589	51379	1016927	36748	0	48574	5497	No signal	No signal	No signal	23:59:49
2017-09-21 08:25:30	17696	5147	1016943	3562	0	49486	5204	No signal	No signal	No signal	23:59:49
2017-09-21 08:26:31	17804	51475	1016943	35248	0	49865	477	No signal	No signal	No signal	23:59:49
2017-09-21 08:27:30	17947	51313	1016958	3562	0	49486	5204	No signal	No signal	No signal	23:59:49
2017-09-21 08:28:30	18036	51165	1016897	35083	0	49635	5204	No signal	No signal	No signal	23:59:49
2017-09-21 08:29:30	18152	51137	1016892	34489	0	49814	5654	No signal	No signal	No signal	23:59:49
2017-09-21 08:30:30	18251	50957	1016879	33824	0	50033	6282	No signal	No signal	No signal	23:59:49
2017-09-21 08:31:30	18376	50668	1016873	33642	0	50033	5387	No signal	No signal	No signal	23:59:49
2017-09-21 08:32:30	18492	50623	1016858	33839	0	50762	4788	No signal	No signal	No signal	23:59:49
2017-09-21 08:33:30	18582	50502	1016789	33839	0	51127	5387	No signal	No signal	No signal	23:59:49
2017-09-21 08:34:30	18689	50628	1016779	3366	0	51596	4652	No signal	No signal	No signal	23:59:49
2017-09-21 08:35:30	18788	51145	1016751	33458	0	51127	3363	No signal	No signal	No signal	23:59:49
2017-09-21 08:36:30	18886	51288	1016752	33226	0	53096	2392	No signal	No signal	No signal	23:59:49
2017-09-21 08:37:30	18984	5109	101671	33214	0112	55502	3444	No signal	No signal	No signal	23:59:49
2017-09-21 08:38:30	19101	51375	1016707	32947	0112	5769	3936	No signal	No signal	No signal	23:59:49
2017-09-21 08:39:30	19208	51153	1016708	33892	0169	5769	2807	No signal	No signal	No signal	23:59:49
2017-09-21 08:40:30	19288	50996	1016712	33892	0169	5851	2836	No signal	No signal	No signal	23:59:49
2017-09-21 08:41:31	19414	51021	1016736	34228	0482	59002	2242	No signal	No signal	No signal	23:59:49
2017-09-21 08:42:30	19521	50747	1016754	33892	0169	5769	2836	No signal	No signal	No signal	23:59:49
2017-09-21 08:43:30	19619	50654	1016755	34378	0812	59181	2135	No signal	No signal	No signal	23:59:49
2017-09-21 08:44:31	19718	50404	1016777	3398	0812	5933	2268	No signal	No signal	No signal	23:59:49
2017-09-21 08:45:30	19816	50529	1016739	3339	0852	5933	2268	No signal	No signal	No signal	23:59:49
2017-09-21 08:46:30	19897	50318	1016733	33452	0897	59778	2268	No signal	No signal	No signal	23:59:49
2017-09-21 08:47:30	20004	50262	1016731	33452	0897	59778	2495	No signal	No signal	No signal	23:59:49
2017-09-21 08:48:30	20094	48353	1016723	32781	2012	60971	3224	No signal	No signal	No signal	00:00:16
2017-09-21 08:49:29	2004	44462	101672	33063	2511	60971	3268	No signal	No signal	No signal	23:59:49
2017-09-21 08:50:30	19933	4403	1016672	32265	3451	60502	5566	No signal	No signal	No signal	23:59:49
2017-09-21 08:51:32	19745	44288	1016802	32504	3451	59096	6442	No signal	No signal	No signal	23:59:49
2017-09-21 08:52:30	19584	45031	101693	32546	3607	58346	7549	No signal	No signal	No signal	23:59:49
2017-09-21 08:53:31	19566	45524	1016895	33174	3771	5769	786	No signal	No signal	No signal	00:00:51
2017-09-21 08:54:32	19503	45808	1016832	32204	3607	56596	10461	No signal	No signal	No signal	23:59:49
2017-09-21 08:55:29	19503	46131	1016868	31966	2936	55721	13406	No signal	No signal	No signal	23:59:49
2017-09-21 08:56:30	19244	46452	1017134	3211	3038	54877	14363	No signal	No signal	No signal	00:00:13
2017-09-21 08:57:33	19217	48095	1017642	32263	3146	54408	15195	No signal	No signal	No signal	00:00:15
2017-09-21 08:58:33	19315	48124	1017744	32258	3263	53861	16363	No signal	No signal	No signal	00:00:14
2017-09-21 08:59:33	19378	48817	1017506	30816	2857	53096	17813	No signal	No signal	No signal	00:00:15
2017-09-21 09:00:31	19458	4974	1017917	30761	2861	53002	18887	No signal	No signal	No signal	23:59:49
2017-09-21 09:01:31	19566	50678	1018237	30539	2963	52389	19977	No signal	No signal	No signal	23:59:49
2017-09-21 09:02:31	19673	51458	1017959	303	3072	52221	20839	No signal	No signal	No signal	23:59:49
2017-09-21 09:03:30	1978	51044	1017525	32373	2765	55721	278	No signal	No signal	No signal	23:59:49
2017-09-21 09:04:30	19888	50814	1017641	34895	2514	57033	32262	No signal	No signal	No signal	23:59:49
2017-09-21 09:05:31	19843	45677	101738	34827	255	55815	32689	No signal	No signal	No signal	23:59:49
2017-09-21 09:06:32	19646	44277	101696	34753	2578	56932	33341	No signal	No signal	No signal	00:00:30
2017-09-21 09:08:32	1995	45429	1016811	34576	4504	60034	31462	No signal	No signal	No signal	23:59:49
2017-09-21 09:09:31	20022	44973	101678	34345	4649	59457	32542	No signal	No signal	No signal	23:59:49
2017-09-21 09:10:32	20004	45013	1016767	33468	4504	60034	28886	No signal	No signal	No signal	23:59:49
2017-09-21 09:11:29	19995	44331	1016759	33345	4437	60971	29994	No signal	No signal	No signal	23:59:49
2017-09-21 09:12:29	2004	44733	1016766	33212	435	62065	30846	No signal	No signal	No signal	23:59:49
2017-09-21 09:13:29	20067	45148	1016765	33908	4559	64617	35971	No signal	No signal	No signal	23:59:49
2017-09-21 09:14:29	20049	44072	1016741	33232	4245	65148	30172	No signal	No signal	No signal	23:59:49
2017-09-21 09:15:30	19959	43609	1016635	33393	4245	65148	29356	No signal	No signal	No signal	23:59:49
2017-09-21 09:16:29	19933	4492	1016706	33787	3614	61909	23621	No signal	No signal	No signal	23:59:49
2017-09-21 09:17:31	19915	44846	1016741	33928	2965	60502	16939	No signal	No signal	No signal	23:59:49
2017-09-21 09:18:29	19745	44402	1016706	34394	2378	59457	16435	No signal	No signal	No signal	23:59:49
2017-09-21 09:19:29	19736	44417	1016676	33922	2007	57221	16443	No signal	No signal	No signal	23:59:49
2017-09-21 09:20:29	19557	45008	1016718	33777	2007	59096	14972	No signal	No signal	No signal	23:59:49
2017-09-21 09:21:29	1978	45795	1016724	33631	2007	60034	16569	No signal	No signal	No signal	23:59:49
2017-09-21 09:22:29	19825	46145	1016695	34478	2007	60096	16044	No signal	No signal	No signal	23:59:49
2017-09-21 09:23:29	1987	47296	1016714	35113	2072	60971	16044	No signal	No signal	No signal	23:59:49
2017-09-21 09:24:29	1995	47208	101678	3579	2141	61981	1659	No signal	No signal	No signal	23:59:49
2017-09-21 09:25:29	20022	47092	1016732	367	2141	6501	16132	No signal	No signal	No signal	23:59:49
2017-09-21 09:26:29	20102	47143	1016726	37611	2574	68039	1658	No signal	No signal	No signal	23:59:49
2017-09-21 09:27:29	20183	4736	1016796	38527	3016	71068	13948	No signal	No signal	No signal	23:59:49
2017-09-21 09:28:29	20281	47389	1016984	39746	3065	73659	12982	No signal	No signal	No signal	23:59:49
2017-09-21 09:29:34	20371	47443	1017023	40748	3517	7541	12819	No signal	No signal	No signal	00:00:54
2017-09-21 09:30:29	2046	47496	1017022	41296	363	75972	12915	No signal	No signal	No signal	23:59:49
2017-09-21 09:31:30	20532	47572	1017058	40389	4558	79254	12949	No signal	No signal	No signal	23:59:49
2017-09-21 09:32:29	20639	47541	1017045	39418	5221	82535	9225	No signal	No signal	No signal	23:59:49
2017-09-21 09:33:31	20738	47692	1017071	38227	5608	84699	8369	No signal	No signal	No signal	23:59:49
2017-09-21 09:34:29	208	44087	1017044	38412	5849	89242	8484	No signal	No signal	No signal	23:59:49
2017-09-21 09:35:29	20809	42519	101706	37925	5584	86129	8403	No signal	No signal	No signal	23:59:49
2017-09-21 09:36:31	20612	42941	1017057	38118	5101	85035	7083	No signal	No signal	No signal	23:59:49
2017-09-21 09:37:29	20702	43936	1017013	39231	3748	87223	6885	No signal	No signal	No signal	23:59:49
2017-09-21 09:38:29	2072	43634	1017016	38895	4235	84879	7382	No signal	No signal	No signal	23:59:49
2017-09-21 09:39:29	20711	43842	101699	39911	4387	84194	6736	No signal	No signal	No signal	23:59:49
2017-09-21 09:40:29	2072	43721	1017018	40165	4549	83394	7297	No signal	No signal	No signal	09:39:48
2017-09-21 09:41:29	20729	44211	1017005	40439	4724	8245	7036	No signal	No signal	No signal	09:40:48
2017-09-21 09:42:29	20684	43592	1016977	40734	4913	81316	7401	No signal	No signal	No signal	09:41:48
2017-09-21 09:43:29	20738	4369	1016972	4054	4549	71909	7173	No signal	No signal	No signal	09:42:48
2017-09-21 09:44:29	20738	4396	1016947	40479	4724	71909	7521	No signal	No signal	No signal	09:43:48
2017-09-21 09:45:29	20747	44189	1016952	40414	4913	69324	7521	No signal	No signal	No signal	09:44:48
2017-09-21 09:46:29	2063	43921	1016974	41753	4549	63495	7157	No signal	No signal	No signal	09:45:48
2017-09-21 09:47:29	20425	43024	1016936	42436	4724	5933	7073	No signal	No signal	No signal	09:46:48
2017-09-21 09:48:29	2029	43781	1016894	42967	4724	53861	9123	No signal	No signal	No signal	09:47:48
2017-09-21 09:49:29	20237	43169	1016799	43369	4913	49039	8799	No signal	No signal	No signal	09:48:48
2017-09-21 09:50:29	20067	43116	1016662	41817	4387	47845	9006	No signal	No signal	No signal	09:49:48
2017-09-21 09:51:30	20058	4321	1016573	42149	4549	47845	8578	No signal	No signal	No signal	09:50:50
2017-09-21 09:52:31	19834	43504	1016526	42155	4724	47298	9159	No signal	No signal	No signal	09:51:50
2017-09-21 09:53:30	19664	44141	1016376	40216	4387	46095	916	No signal	No signal	No signal	09:52:49
2017-09-21 09:54:29	19664	44097	1016298	40149	4549	4597	916	No signal	No signal	No signal	09:53:48
2017-09-21 09:55:29	19414	44316	1016124	38973	4549	45501	11242	No signal	No signal	No signal	09:54:48
2017-09-21 09:56:29	19083	44597	1015965	38679	4225	44816	11662	No signal	No signal	No signal	09:55:48
2017-09-21 09:57:29	18931	45115	1015661	37447	3714	44311	13572	No signal	No signal	No signal	09:56:48
2017-09-21 09:58:30	18779	45834	1015375	36037	3422	43302	13563	No signal	No signal	No signal	09:57:49
2017-09-21 09:59:29	18913	45661	1015105	35921	3104	42476	14439	No signal	No signal	No signal	09:58:48
2017-09-21 10:00:29	18877	45732	1014827	34625	2866	41282	14512	No signal	No signal	No signal	09:59:48
2017-09-21 10:01:31	18716	45402	101462	34079	1935	40189	14559	No signal	No signal	No signal	10:00:50
2017-09-21 10:02:29	18743	45879	1014309	33983	1485	3997	14837	No signal	No signal	No signal	10:01:48
2017-09-21 10:03:29	18984	46286	1014557	33616	0892	40553	13094	No signal	No signal	No signal	10:02:48
2017-09-21 10:04:29	18904	45842	1014494	32034	0583	40626	12333	No signal	No signal	No signal	10:03:48
2017-09-21 10:05:30	18922	46456	1014829	30681	0583	40626	11216	No signal	No signal	No signal	10:04:49
2017-09-21 10:06:29	1902	46816	1015703	28068	0467	41282	8222	No signal	No signal	No signal	10:05:48
2017-09-21 10:07:29	18868	48503	1015443	28197	0	41751	8809	No signal	No signal	No signal	10:06:49
2017-09-21 10:08:32	1902	49798	1018811	28333	0	42292	8517	No signal	No signal	No signal	10:07:51
2017-09-21 10:09:30	19199	48658	1017915	28479	0	42376	897	No signal	No signal	No signal	10:08:49
2017-09-21 10:10:30	19324	48875	1020129	28873	0	4522	7562	No signal	No signal	No signal	10:09:49
2017-09-21 10:11:30	19423	48896	1018995	28716	0	4597	7693	No signal	No signal	No signal	10:10:50
2017-09-21 10:12:31	19521	48837	1019278	28548	0	46836	6277	No signal	No signal	No signal	10:11:50
2017-09-21 10:13:29	19628	48781	1019934	27908	0231	5047	8395	No signal	No signal	No signal	10:12:48
